股票代码,统计日期,营业总收入,营业收入,营业总成本,营业成本,税金及附加,销售费用,管理费用,财务费用,资产减值损失,投资收益,营业利润,营业外收入,营业外支出,利润总额,所得税,净利润,归属于母公司所有者的净利润,综合收益总额,归属于母公司普通股东综合收益总额
2,2015/3/31,8894338157,8894338157,8086334073,5870110226,753890852,687244215,712851878.4,44343329.94,17893571.72,361818628.2,1169822712,38088163.77,23645754.76,1184265121,276238897.5,908026223.5,650232416.6,900773212.6,642979405.7
2,2015/6/30,50266797993,50266797993,42463554178,34960814799,4411735616,1548692386,1418226267,99727337.78,24357772.96,915690544.6,8718934359,98297119.41,40223780.82,8777007697,1987525828,6789481869,4846279065,6734634252,4782647708
2,2015/9/30,79596209997,79596209997,68723619496,56467158104,6923134689,2672575880,2264474094,341032590.2,55244138.43,1481107900,12353698402,205045684.6,64302235.88,12494441850,2955817830,9538624020,6854457908,9251315599,6581361556
2,2015/12/31,1.96E+11,1.96E+11,1.66E+11,1.38E+11,17980426847,4138273595,4745249793,477735809.6,495946081.4,3561908084,33122777303,855431507.2,175591190.7,33802617619,7853179593,25949438026,18119406249,25844716277,18008226471
2,2016/3/31,14611312020,14611312020,13349692013,9967696886,1265343206,726595796.4,1142819696,241815278.4,5421150.12,384980776.6,1646600784,56889576.73,16221764.51,1687268596,437445163,1249823433,833232885.8,1186215498,767202350.6
2,2016/6/30,74795294306,74795294306,66233091162,55117487906,6284562411,2045221098,2176466311,427124546.7,182228889.7,1342402105,9904605249,114506083.6,38768487.04,9980342846,2885712247,7094630598,5351309986,6932555776,5173752720
2,2016/9/30,1.17E+11,1.17E+11,1.04E+11,86003585978,10080222399,3327746604,3171476438,657045590.1,273594141.4,2246171626,15787300605,230509186.2,56637957.93,15961171833,4670918760,11290253073,8262381012,11157862086,8116765222
2,2016/12/31,2.40E+11,2.40E+11,2.06E+11,1.70E+11,21978754591,5160715904,6800561937,1592067967,1192790158,5013835862,39023778798,398311678.2,168478749.8,39253611726,10903356246,28350255481,21022606257,28311311326,20968280365
19,2015/3/31,59619056.32,59619056.32,72991223.63,50530236.75,374825.58,6473637.33,15901063.76,-262353.21,-26186.58,3208.44,-12450439.71,1809550.43,49812.21,-10690701.49,-124543.41,-10566158.08,-9528087.26,-10566158.08,-9528087.26
19,2015/6/30,163356143.3,163356143.3,165826500.4,105577753.8,9353461.16,16889715.14,34606106.08,-461784.95,-138750.75,630451.04,1336209.28,5923714.27,49812.21,7210111.34,4685304.78,2524806.56,5317533.95,2524806.56,5317533.95
19,2015/9/30,249534721.6,249534721.6,265714909.8,174875852.3,10269894.09,29382391.78,52665183.7,-1337297.15,-141114.94,632603.93,-15191529.07,6093862.15,56865.76,-9154532.68,3945022.75,-13099555.43,-8230223.94,-13099555.43,-8230223.94
19,2015/12/31,338224512.3,338224512.3,388803094.5,247443735.7,10810030.41,46050246.67,80515335.69,-1951620.6,5935366.64,535500.67,-48234424.41,7894927.66,85552.86,-40425049.61,2535502.3,-42960551.91,-35256169.1,-42960551.91,-35256169.1
19,2016/6/30,149155529.7,149155529.7,173217380.9,116893235,945881.4,20601283.18,34369699.17,213297.58,193984.48,-898654.15,-25809361.48,6218417.29,371090.74,-19962034.93,-501745.09,-19460289.84,-15099180.63,-19460289.84,-15099180.63
19,2016/9/30,226387555.7,226387555.7,266576543,179781605.8,1318785.85,31320003.48,54288084.87,-421863.74,289926.69,-1277310.22,-42343534.83,7791910.98,380374.91,-34931998.76,-355712.54,-34576286.22,-27559013.3,-34576286.22,-27559013.3
19,2016/12/31,273383643,273383643,341363913.3,204648621.4,1138024.68,44338389.32,86120689.47,-1182236.05,6300424.43,162493453.1,94177768.53,20473591.76,445282.09,114206078.2,24060552.12,90145526.08,96620658.92,90145526.08,96620658.92
25,2015/12/31,303726790.6,303726790.6,277820186.9,217992216.2,6189409.1,14718877.28,32881868.9,4343688.83,1694126.57,20992313.67,46898917.36,533675.86,139497.06,47293096.16,4555052.61,42738043.55,42768789.52,42738043.55,42768789.52
25,2016/12/31,324240841.9,324240841.9,297539255.6,229042849.6,8772047.77,16656674.49,42446751.49,-505960.97,1126893.21,5098993.57,31800579.85,100551.57,1415801.07,30485330.35,2867397.81,27617932.54,27193562.63,27617932.54,27193562.63
34,2015/3/31,97381446.19,97381446.19,106986280.9,87803315.4,288309.73,5498101.07,8775611.24,85612.19,4535331.31,1274200,-8330634.75,32096804.82,400472.67,23365697.4,377694.72,22988002.68,22988002.68,22988002.68,22988002.68
34,2015/6/30,209671336.1,209671336.1,224945633.9,188666553.3,660152.52,10934660.14,19857122.44,168448.79,4658696.77,7025761.4,-8248536.42,32100893.39,514923.39,23337433.58,564862.99,22772570.59,22772570.59,22772570.59,22772570.59
34,2015/9/30,331793893.7,331793893.7,345976935.3,297542282.7,1072876.42,15574018.67,27365112.95,162136.43,4260508.13,10413084.8,-3769956.86,32371667.22,718224.69,27883485.67,1368071.99,26515413.68,26515413.68,26515413.68,26515413.68
34,2015/12/31,458063353.6,458063353.6,480133437.9,409062925.8,1945818.76,21453421.67,45579568.14,-211125.52,2302829.03,15001000.24,-7069084.04,32397191.85,782786.23,24545321.58,3182077.56,21363244.02,21363244.02,21363244.02,21363244.02
34,2016/3/31,90353490.67,90353490.67,97250763.39,80107612.26,247311.15,4013062.14,9377724.95,3408599.19,96453.7,1572026.42,-5325246.3,14276.94,3000,-5313969.36,605050.57,-5919019.93,-5919019.93,-5919019.93,-5919019.93
34,2016/6/30,11710253508,11710253508,11660915435,11053543882,8511021.05,359452508.3,103376931.8,158348743.4,-22317651.08,204616046.6,260740184.7,19206325.05,13314710.04,266631799.7,14795132.98,251836666.8,251836666.8,262652350,262652350
34,2016/9/30,23822317958,23822317958,23696576837,22555506267,14799370.83,734726912.6,192458954.5,249788958.2,-50703625.47,217569280.1,362801490.4,44898092.13,13753945.95,393945636.6,60557338.78,333388297.8,333824896.7,355031748.1,355468347
34,2016/12/31,40531123501,40531123501,40334979778,38554241329,67896934.66,1177764769,292592064.4,416764225,-174279544.4,253985139.3,460956004.4,58456045.58,21686032.34,497726017.6,94942279.39,402783738.3,403795179.1,425960917,426972357.8
61,2015/3/31,373816654.9,373816654.9,381710574,204619600.8,18013923.61,19201288.12,93171114.92,43938524.9,2766121.69,3904100.53,-3989818.64,24419438.49,198670.44,20230949.41,17259783.96,2971165.45,-5492281.42,2977117.14,-5486329.73
61,2015/6/30,866979882.4,866979882.4,814532798.5,421244030.8,72734054.76,39175886.07,180775711.8,96835137.95,3767977.13,22160410.53,74607494.44,55672063.15,934288.85,129345268.7,49900010.87,79445257.87,44343237.28,79444777.31,44342756.72
61,2015/9/30,1280031914,1280031914,1249262111,646819999,109591840.7,64106039.13,284497406.6,140764356.7,3482468.66,49853212.94,80623015.73,88537740.46,8343649.99,160817106.2,72554790.89,88262315.31,46343079.05,88321351.66,46402115.4
61,2015/12/31,1736650723,1736650723,1810841328,893408892,138365633.3,144409983.1,423158946,200581493.2,10916380.32,79046036.03,4855431.42,141636661.9,12240233.48,134251859.8,89985083.37,44266776.42,20555123.72,44357179.25,20645526.55
61,2016/3/31,475763481.9,475763481.9,464021681.4,281017771.8,27230322.9,21870833.68,85967866.93,48155052.83,-220166.77,16095349.81,27837150.33,8456964.16,726488.97,35567625.52,21613925.17,13953700.35,4110205.66,13944959.04,4101464.35
61,2016/6/30,976865651.8,976865651.8,954484298.9,572266981.2,54792059.91,53446818.25,173925369.9,99162976,890093.64,63557680.78,85939033.69,20800619.13,1548870.28,105190782.5,50136632.72,55054149.82,32451348.67,55086741.63,32483940.48
61,2016/9/30,1447969411,1447969411,1466001637,878541227.5,60619113.48,78362343.79,277348969.6,159718266.7,11411715.64,347313605.8,329281380,45140944.58,2438119.58,371984205,127309743.4,244674461.6,213974624,244719210.2,214019372.6
61,2016/12/31,2020079118,2020079118,2224690574,1314661560,74678521.21,175835250.6,400614937.9,241374923,17525380.99,399623291.5,195011835.3,75813517.06,10030218.86,260795133.5,167520897.6,93274235.89,88459545.07,93383704.95,88569014.13
62,2015/6/30,589102634.4,589102634.4,488183345.3,307293781.8,40774232.66,64429492.18,58966342.94,13150841.77,3568654,100339823.6,206739449.2,7097325.2,1141116.81,212695657.6,48553056.3,164142601.3,166564748.4,256543932.2,258966888.6
62,2015/9/30,890790307.6,890790307.6,744332321.9,472032940.8,58516210.57,101465690.4,90215822.07,18137788.54,3963869.53,130197787.9,282136110.1,10263516.48,1342786.28,291056840.3,71708172.11,219348668.2,222407194.2,186153035.8,189175254.1
62,2015/12/31,2033650651,2033650651,1797120164,1344672765,91279881.63,159290473,151807689.3,26828992.88,23240362.62,237735674.9,479746498.1,12505731.97,2253931.78,489998298.3,116287926.6,373710371.7,375580098.6,301665299.5,303495108.8
62,2016/3/31,1025868602,1025868602,932616469.1,809236201.5,15782788.71,53460987.28,42924693.96,10631046.43,580751.2,-4424952.48,88827180.08,1563775.44,240312.36,90150643.16,30420811.23,59729831.93,58881125.07,53049881.42,52287571.14
62,2016/6/30,2255168338,2255168338,2054773782,1803646884,32285658.98,103482931.4,94248847.95,18011268.74,3098191.03,-8307179.62,192087376.2,3108561.09,368330.22,194827607.1,63426007.98,131401599.1,129145502.4,130500225.8,127926055.7
62,2016/9/30,3822394331,3822394331,3492606362,3093758564,42827636.63,169322247.3,155783697.1,29137554.93,1776661.73,30341227.74,360129196.7,10836755.12,798133.47,370167818.4,100469320.6,269698497.7,269079781.1,272930209.4,271871428
62,2016/12/31,5544599007,5544599007,5065561424,4482324691,60840139.82,292543499.8,192805645.4,25786557.88,11260890.29,70425384.42,549462967.5,20280368.51,4692695.32,565050640.7,125246927.2,439803713.6,425860913.1,460042835.2,444757677.7
88,2016/12/31,283736910.2,283736910.2,188977972.7,141617975.9,5701132.24,1409892.7,64465928.76,-27480370.8,3263413.96,328508682.1,423267619.6,3574760.4,1247851.44,425594528.6,40804201.98,384790326.6,351824532.6,455869720.8,422903926.8
157,2015/3/31,3782836810,3782836810,4246657487,2841004787,17177473.78,542196772.7,459991922,225335309,160951222.5,25423414.47,-428220580.6,61062613.63,16978391.64,-384136358.6,5712638.99,-389848997.6,-383355266.1,-474310159.5,-467816428
157,2015/6/30,10571350009,10571350009,11039450656,8042262169,57237698.61,1144580535,902779567.7,419777626.7,472813058.8,49512463.68,-410017249.2,137551753,42530607.24,-314996103.4,19880617.48,-334876720.9,-309832566,-348551587.9,-323507433
157,2015/9/30,14953114786,14953114786,15893658744,11150352624,76667853.98,1764040799,1321441143,1184143701,397012623.3,67596051.69,-881091242.3,378228990.3,67137856.04,-570000108,-28388627.22,-541611480.8,-518198060.3,-891007110.3,-867593689.8
157,2015/12/31,20753346644,20753346644,21425307008,15145955938,102758809.1,2501551583,1700890773,1263300181,710849723.8,83377146.21,-605136535.1,720989725.8,82566857.45,33286333.31,-57871087.92,91157421.23,83467424.87,-378697097.3,-386387093.7
157,2016/3/31,3023695827,3023695827,3865412912,2224634876,34058170.24,540214341.3,497184606.7,481325294.6,87995623.13,-40044309.1,-854119379.5,91703222.69,15788714.99,-778204871.8,-134604978.3,-643599893.5,-660323719,-622221947,-638945772.5
157,2016/6/30,9003793128,9003793128,10012443478,6780370432,71460895.65,1050214004,964428373.8,687357515.4,458612257.4,-37503504.55,-998328164.8,98061038.62,75758506.09,-976025632.3,-143866548.4,-832159083.9,-836522198,-996186525.4,-1000549640
157,2016/9/30,14102837172,14102837172,15125217579,10520557786,93472068.03,1522998845,1425523412,997000563.6,565664905,17237445.72,-1006107324,183539937.3,89108741.06,-911676127.6,-130825231,-780850896.6,-802284368.1,-956180817.8,-977614289.2
157,2016/12/31,20022516699,20022516699,21957269756,15244686882,225403151.3,2445960817,1733987463,1035457865,1271773578,-24485097.81,-1803451229,938906704.3,150680906.4,-1015225431,-110417031.9,-904808399.5,-933697485.7,-1576860817,-1605749904
301,2015/3/31,145123323.8,145123323.8,95854825.49,86437129.46,5252563.36,329174.37,17765055.68,-14612144.77,683047.39,1292166.05,50560664.34,62212.12,556330,50066546.46,13331125.66,36735420.8,36600841.97,36735420.8,36600841.97
301,2015/6/30,325157120.5,325157120.5,202060502.3,179186598.9,12265602.21,831713.02,34457559.5,-25393645.96,712674.61,5594301.46,128690919.7,166685.62,4359914.7,124497690.6,34450664.21,90047026.39,89891274.29,90047026.39,89891274.29
301,2015/9/30,488797199.3,488797199.3,303391251.2,265020919,17425148.94,2201361.21,53699597.05,-36004679.28,1048904.29,6814556.03,192220504.1,3983716.12,7089532.8,189114687.4,52508632.11,136606055.3,136416793.9,136606055.3,136416793.9
301,2015/12/31,694065921.2,694065921.2,444973544.6,352165411.2,24559925.53,4166064.91,76225759.09,-12283278.94,139662.82,7373158.45,256465535,4039030.16,7989107.52,252515457.7,85384486.38,167130971.3,167078436.8,167130971.3,167078436.8
301,2016/3/31,151316321.5,151316321.5,102911259.1,82240566.49,5019178.91,167079.25,19435990.07,-5040006.34,1088450.68,2300876.08,50705938.54,138497.47,1267312.03,49577123.98,12468256.4,37108867.58,36971797.38,37108867.58,36971797.38
301,2016/6/30,347436469.2,347436469.2,228151577.7,177338846.2,9721194.33,5856578.27,44266522.07,-10055216.63,1023653.45,3878288.85,123163180.3,423153.55,2364256.06,121222077.8,31450300.78,89771777.04,89705318.59,89771777.04,89705318.59
301,2016/9/30,555969951.1,555969951.1,362747805,282992823.8,15291491.39,7402863.54,66903720.05,-11029427.45,1186333.7,4452099.03,197674245.2,3268747.61,2508373.1,198434619.7,51596975.19,146837644.5,146802761.4,146837644.5,146802761.4
301,2016/12/31,793110205.4,793110205.4,591188081.8,445767740.1,26967922.69,15407918.78,99541314.35,-2618983.59,6122169.5,6511852.15,208433975.8,5404021.87,3127445.43,210710552.2,63507419.75,147203132.5,147379259.2,287203443.6,287379570.4
417,2015/3/31,3009990357,3009990357,2849822564,2474434747,48442768.25,99298896.79,231271123.7,-4228135.41,603163.32,-886693.97,159281098.8,5565541.24,187285.48,164659354.6,45509318.27,119150036.3,108686939.6,119186236.3,108723139.6
417,2015/6/30,5211522570,5211522570,4947299996,4250321805,84808181.92,183623685.6,440719762,-12422318.61,248879.2,4067443.33,268290018.1,12389437.72,538800.29,280140655.5,78064833.84,202075821.7,175546461.9,203444675.3,176915315.6
417,2015/9/30,7275255341,7275255341,6942211464,5911623317,129872773.3,264990615.8,652043898.7,-17378332.45,1059191.72,5800943.13,338844820,22567657.39,1589277.36,359823200.1,104493459.8,255329740.3,217623782.8,255451838.4,217745880.9
417,2015/12/31,9764772046,9764772046,9325808589,7824719452,233803587.3,385502672.5,885748686.3,-28389358.31,24423549.68,10461517.88,449424974.3,37144540.51,2326642.7,484242872.1,151717332,332525540.1,262344310.5,334062369.3,263881139.7
417,2016/3/31,2958313053,2958313053,2808230528,2418856030,43853182.81,106526359.1,235598269.2,1649564.26,1747122.51,-736387.05,149346138.6,2438650.96,110114.46,151674675.1,41858603.5,109816071.6,96167339.49,114153474.3,100504742.2
417,2016/6/30,5178316238,5178316238,4877297359,4135783883,91784590.89,195259954.7,451574466.1,1514663.3,1379800.63,10554278.73,311573158.1,8526492.76,401401.24,319698249.6,86543172.08,233155077.5,184298492.4,235897004.2,187040419.1
417,2016/9/30,7357246255,7357246255,6964914972,5892118633,123338830.7,276109271.6,670311598,1706302.28,1330336.41,11011485.22,403342768.4,10488586.32,591570.32,413239784.4,114622090.6,298617693.8,230712639.4,305029057.3,237124002.9
417,2016/12/31,9735838430,9735838430,9266433385,7799203478,193221526.9,395373212,873818551.3,-868226.67,5684843.19,8468017.52,477873062.8,47480121.01,14291495.59,511061688.2,148489034.1,362572654.1,283476611.9,366293560.5,287197518.4
419,2015/6/30,2210398098,2177623116,2125615601,1763114532,23848668.67,124959768.8,219610773,-3863858.81,-2675290.26,23024815.94,107807312.9,9808274.79,258551.15,117357036.5,30527723.24,86829313.3,82877386.6,86829313.3,82877386.6
419,2015/9/30,3190861998,3141575876,3094313582,2549370228,33220150.04,193796009,327431064.6,-7459607.73,-2675290.26,26991704.84,123540120.7,19835031.85,1159398.64,142215753.9,40060649.16,102155104.7,95252352.66,102155104.7,95252352.66
419,2015/12/31,4228734282,4164706228,4114842579,3377247448,43890870.34,258742114.1,444250652.7,-10409601.52,1121095.05,28626526.17,142518230,19117009.36,1807363.11,159827876.2,49049366.49,110778509.8,102410735,110778509.8,102410735
419,2016/6/30,1934081456,1884963220,1849199261,1505266857,17107446.24,125477270.7,203467994.2,-3262624.23,881969.96,25430402.43,110312597.5,2626813.6,594475.01,112344936.1,29158768.39,83186167.74,74818278.24,83186167.74,74818278.24
419,2016/9/30,2792679577,2726215461,2696225859,2175909869,20998394.35,197449693.5,305795698.2,-5109682.57,881969.96,31786534.51,128240253,3290261.73,881258.67,130649256.1,36119893.13,94529362.94,83090042.39,94529362.94,83090042.39
419,2016/12/31,3860808283,3773952789,3745642718,3019903595,38099684.74,268317036.3,420218085.1,-4725951.78,3410738.87,36385591.11,151551155.9,12371603.82,3841744.46,160081015.3,43667015.6,116413999.7,102248511.3,116413999.7,102248511.3
507,2015/6/30,993667449.7,993667449.7,974372621.3,797882187.5,6834503.22,39898572.15,63714127.62,55970678.57,10072552.25,35783120.27,55077948.61,10619211.75,1815252.22,63881908.14,10685943.95,53195964.19,49791423.94,53196076.33,49791536.08
507,2015/9/30,1576168735,1576168735,1546862300,1281094633,11787808.39,60972639.72,96516507.17,82018734.97,14471976.28,38815235.56,68121670.14,13733342.88,1994043.97,79860969.05,20574340.29,59286628.76,51798054.27,59287476.71,51798902.22
507,2015/12/31,2022660446,2022660446,2031693144,1632986632,16667346.85,86528302.75,139605691.5,107191470.6,48713700.81,93423333.6,84390635.1,19225977.97,4242377.63,99374235.44,18823354.95,80550880.49,78624206.45,80551980.81,78625306.77
507,2016/3/31,356858595.5,356858595.5,340275538.4,266520638.3,2833998.28,20022911.17,28145757.11,24824993.72,-2072760.22,16535948.98,33119006.15,1953242.78,57571.64,35014677.29,5734825.61,29279851.68,25009968.4,29279803.97,25009920.69
507,2016/6/30,879268285.6,879268285.6,859254013,690878257.3,6716834.35,43968100.49,57095753.07,50508862.63,10086205.19,65367267.26,85381539.79,6343972.23,1408976.46,90316535.56,13529806.86,76786728.7,72927971.49,76786816.66,72928059.45
507,2016/9/30,1356606929,1356606929,1336189392,1082002120,9258448.26,64705436.37,87715440.16,77518789.99,14989156.61,78141683.43,98559220.58,14309140.24,1516105.07,111352255.8,20315721.03,91036534.72,84002286.03,91036881.6,84002632.91
507,2016/12/31,1801125933,1801125933,1745386783,1397633950,16529024.65,78681737.65,131871405.5,102422157.4,18248508.48,85133141.45,140872290.7,21304538.82,10084576.97,152092252.6,31869011.99,120223240.6,104219213.7,120223637,104219610.1
533,2015/3/31,1010747359,1010747359,969998355.6,682317289.6,7245226.77,206782600.9,67114470.04,5778404.05,760364.15,34384163.12,75133166.65,3052674.71,2000015.89,76185825.47,16350839.74,59834985.73,51952618.3,59834985.73,51952618.3
533,2015/6/30,1822573382,1822573382,1729535953,1229402177,10229377.67,338137883.4,132844645.1,11473660.02,7448209.43,39673933.64,132711362.6,7691317.61,2284292.02,138118388.2,33027964.99,105090423.2,87533791.54,105090423.2,87533791.54
533,2015/9/30,2817733005,2817733005,2705310206,1935035006,16456097.47,528630067,196788956.3,15945825.58,12454253.54,40166926.39,152589725.4,77334420.2,8805990.49,221118155.1,57732678.98,163385476.1,111592344.5,163385476.1,111592344.5
533,2015/12/31,4130364236,4130364236,3940812105,2818680355,24514310.05,753558471.6,271715165.3,21096674.77,51247127.71,44159224.76,233711356.2,15074489.4,9387465.44,239398380.2,67479606.07,171918774.1,123795073.3,171918774.1,123795073.3
533,2016/3/31,950105791.3,950105791.3,898119314.4,635509114.2,5367723.22,185453490.8,65407294.4,4843107.58,1538584.11,1961081.23,53947558.19,2186359.89,26617.79,56107300.29,17038723.23,39068577.06,29928771.07,39068577.06,29928771.07
533,2016/6/30,1978368699,1978368699,1889364640,1329720646,11783981.55,390427108.9,139051195.4,9722207.94,8659500.15,4988453.42,93992512.72,2537917.2,415055.51,96115374.41,31326515.4,64788859.01,45682005.95,64788859.01,45682005.95
533,2016/9/30,2966614078,2966614078,2896844561,1965657704,18002926.58,643700514.7,222117692.9,14530559.65,32835163.53,5882418.31,75651934.68,4095998.1,2247547.75,77500385.03,29813427.48,47686957.55,16020268.55,47686957.55,16020268.55
533,2016/12/31,4338469731,4338469731,4290933047,2925540408,31025177.74,946764471.2,307755607.3,25437716,54409665.99,240554292.9,288090976.8,7966180.04,3856014.77,292201142.1,30403529.74,261797612.4,226657894,261797612.4,226657894
545,2015/3/31,200256704.2,200256704.2,197219090.8,176603382.5,1114811.83,3891351.86,14378904.99,213336.57,1017303.06,5550188.33,9761840.07,3862853.02,21000,13603693.09,2235459.73,11368233.36,11368233.36,11368233.36,11368233.36
545,2015/6/30,400846511.8,400846511.8,383270531.5,336017210,2288355.87,8219481.03,32419061.1,2194305.27,2132118.19,49306670.36,69215005.13,7747454.02,23196,76939263.15,11842828.01,65096435.14,65096435.14,65096435.14,65096435.14
545,2015/9/30,557575298.8,557575298.8,538673904,464628901.6,2966066.58,11797364.94,52822869.48,4174986.76,2283714.62,69939766.25,88908033.89,23614379.96,52942.4,112469471.5,17880477.24,94588994.21,94588994.21,94588994.21,94588994.21
545,2015/12/31,709872294.8,709872294.8,705537682.2,600197553.7,3880620.43,15302137.84,76169452.55,7397422.97,2590494.7,102908366.3,109716125.3,43768969.8,91503.11,153393592,22211377.83,131182214.2,131182214.2,141246214.2,141246214.2
545,2016/3/31,167762090.1,167762090.1,164856143.9,142673197.3,1122876.45,3605873.45,15292056.01,1766527.6,395613.02,13302829.77,14181944.8,3971194.48,16239.49,18136899.79,2441303.59,15695596.2,15695596.2,15695596.2,15695596.2
545,2016/6/30,337422050.2,337422050.2,320671353,273591944.4,1986169.42,8844233.47,32630275.33,3394026.88,224703.51,16656968.87,31385014.88,8018782.53,41583.49,39362213.92,5648567.09,33713646.83,33713646.83,23649646.83,23649646.83
545,2016/9/30,608308219.1,608308219.1,585043532,500106558.4,3397777.75,13272587.92,59581834.74,7322053.58,1362719.68,20694264.55,42081000.4,13717460.36,41583.49,55756877.27,7368896.72,48387980.55,48387980.55,91472659.55,91472659.55
545,2016/12/31,1046072627,1046072627,999101482.4,858730371.9,10191039.71,24440474.26,95836031.38,10437186.68,-533621.45,79439805.93,126410950.2,17368708.35,3125841.79,140653816.7,19850036.53,120803780.2,120803780.2,151573525.5,151573525.5
564,2015/6/30,2103273995,2103273995,2070997293,1585021811,24409461.17,163750581,197327206.1,100757956.8,-269722.63,6317482.91,38594184.2,4359335.34,122018.38,42831501.16,4914858.96,37916642.2,36675561.48,37916642.2,36675561.48
564,2015/9/30,4254119995,4254119995,4200774721,3276828513,46231255.79,314556511.7,404278809.9,137130464.4,21749166.52,444836.22,53790110.26,5750113.52,277682.22,59262541.56,13407096.92,45855444.64,43871055.66,45855444.64,43871055.66
564,2015/12/31,5847579959,5847579959,5783735288,4467893346,64545665.64,463414949.5,598204432.9,162452379.4,27224514.52,34064.63,63878735.81,11491235.11,12052561.72,63317409.2,18685020.26,44632388.94,42460572.82,44632388.94,42460572.82
564,2016/9/30,8783770188,8783770188,8730723382,6865719670,91688659.31,895472423.3,666265307.3,205921160.8,5656161.3,10020228.75,63067034.54,26716976.9,32718853.34,57065158.1,25356668.97,31708489.13,24844021.3,31708489.13,24844021.3
564,2016/12/31,13424741469,13353497922,12966003957,10283445824,326109464.3,1187046791,914918124.3,241843593.2,6260346.2,60437151.42,519174662.8,72073745.18,79347810.04,511900597.9,87218409.5,424682188.4,401401074.6,424682188.4,401401074.6
591,2015/12/31,3630280648,3630280648,3164058673,2379729122,17084698.95,38737275.31,187930107.9,512285474.8,28291993.8,17626978.81,483848953.9,46075687.17,3126494.12,526798146.9,33625484.19,493172662.7,472754937.5,499796691.7,479788294.6
591,2016/6/30,2132379129,2132379129,1903282197,1512685003,4096085.29,16124898.67,87500415.98,261121497.3,21754296.2,825917.81,229922850.2,22335882.44,59014.22,252199718.4,17500986.86,234698731.5,220383276.1,196682839.9,182367384.5
591,2016/9/30,2835112845,2835112845,2433991101,1843936494,4111441.5,26987005.57,137045913.7,399956009.7,21954235.83,14302072.83,415423817,34037754.33,272125.17,449189446.2,23430722.16,425758724,407841097,372270225.7,354352598.6
591,2016/12/31,4333480305,4333480305,3683707387,2909490470,41183527.97,38044316.46,167819774,525196816.1,1972482.04,30610742.33,680383660.2,50456472.61,2267253.08,728572879.8,49959508.93,678613370.8,653249269.3,619060347.8,593696246.3
701,2015/3/31,5097721374,5097721374,5051253815,4840652336,3567488.9,61991765.42,52816986.91,93225238.14,-1000000,2081958.31,48569257.42,19247302.37,504771.78,67311788.01,21430976.74,45880811.27,38095982.07,46214596.4,38389616.17
701,2015/6/30,11833709485,11833709485,11801380420,11365263931,19319794.25,118046713.1,110638749.2,171189419.8,16921812.52,11887156.94,44936976.9,65510759.04,1780876.96,108666859,30580302.65,78086556.33,67973977.74,78588551.29,68485658.53
701,2015/9/30,19724958611,19724958611,19723664394,18952916045,20227304.61,187362131.4,165595189.4,376911067,20652657.08,28994959.29,29335955.85,94104543.59,2418181.64,121022317.8,30703668.28,90318649.52,66604357.04,96267244.04,72103714.35
701,2015/12/31,29305081934,29305081934,29516888289,28274333958,28778349.24,271459304,242328974.5,528445767.6,171541935.9,256155612.2,45354516.88,130313960,5399094.92,170269382,48218743.45,122050638.5,109247284.1,131519047.1,118007958.7
701,2016/3/31,6958536640,6958536640,6883242675,6696731765,10290534.74,75909535.76,64215012.61,33457916.3,2637911.29,-1037309.25,46038197.47,6440859.63,1597703.23,50881353.87,14062700.52,36818653.35,29353498.65,35863074.38,28465208.58
701,2016/6/30,18824562254,18824562254,18727367778,18139839724,18905972.55,159054436.1,134994109.4,169324904.5,105248631.4,12556207.15,113761887.6,36570745.65,2658698.21,147673935,36747367.32,110926567.7,94977411.15,116371168.1,100131725.8
701,2016/9/30,27664685805,27664685805,27591347128,26729968202,23411901.21,233333336.7,222479819.6,271673158.7,110480710.2,22943854.6,96968357.52,45487383.26,3061395.58,139394345.2,38899993.05,100494352.2,96567093.94,108131248.6,103813786.6
701,2016/12/31,40290753929,40290753929,40296925196,38842326276,54303605.44,314227314.7,323510371,515604861.2,246952767.1,74504107.11,103162091,80416288.48,7197588,176380791.4,48673677.53,127707113.9,139790852.5,154574913.5,165717554.1
703,2015/3/31,5982009065,5982009065,5919877677,5655254610,9791346.19,70729211.63,82355715.25,127966554.1,-26219759.53,-15271336.4,67929479.11,14559836.92,2857668.39,79631647.64,8262887.7,71368759.94,51359514.87,73335698.78,53326453.71
703,2015/6/30,14766673497,14766673497,14615472174,13993660967,25288008.1,168118134.3,161796793.3,258339274.4,8268997.28,8088910.41,166778089.3,28980872.56,3568470.64,192190491.2,37196781.7,154993709.5,110341772.1,154040972,109389034.6
703,2015/9/30,22199450754,22199450754,22386143713,21170796802,45032290.72,236218678.3,240955016.8,704594058.8,-11453133.6,145131604.6,-39032836.44,47028019.69,3847068.89,4148114.36,1457289.6,2690824.76,9799799.98,28711371.72,35820346.94
703,2015/12/31,30317706675,30317706675,30682473055,28995783608,41004543.18,328044585.9,347526366.9,940171464.3,29942487.11,502605854.7,166918478.6,52026523.55,4521720.21,214423282,52284531.57,162138750.4,184605841.4,218469153.6,228355763
703,2016/3/31,5551911533,5551911533,5492288151,5324143474,9183728.26,29339304.86,70788728.37,72592024.14,-13759108.64,115416857.2,167846342.1,8806713.44,13268.68,176639786.9,8989585.53,167650201.3,151610265.4,192670334.2,176630398.2
