股票代码,统计日期,货币资金,应收账款,预付账款,其他应收款,存货,流动资产合计,固定资产,无形资产,非流动资产合计,资产总计,应付账款,预收账款,应付职工薪酬,应交税费,其他应付款,流动负债合计,非流动负债合计,负债合计,实收资本（股本）,资本公积,盈余公积,归属于母公司所有者权益合计,所有者权益合计,负债及股东权益总计,流动资产/流动负债,有形资产/总资产
2030,2016/9/30,826643616.6,1184373303,185144817.9,189788498.3,182818828.5,2633652396,319374523.4,56628933.02,860257732.3,3493910129,94211076.25,51463690.53,15153595.77,19831183.64,34438512.61,1134269535,267228722,1401498257,724920472,436948317.8,86534581.85,1408382383,2092411872,3493910129,2.321892914,0.845192581
2030,2016/12/31,1455082956,837431960.8,90833383.35,82565078.3,217773265.7,3062729094,323593193.2,58815711.2,1076930169,4139659263,180982609,61710178.28,53128335.01,27863598.05,33748165.62,1326704878,259773881.7,1586478760,724920472,612625740.3,94388207.78,1609421769,2553180504,4139659263,2.308523278,0.818019569
2091,2015/3/31,699344928.9,684744918.9,177025824.5,5954023.76,400308291.1,2248179386,337403673.4,51757371.45,612829599.2,2861008985,696780406.6,90371201.34,36231983.47,28724673.56,7479283.99,1138922305,29985294.05,1168907599,360000000,25233792.9,165583486.1,1568648568,1692101386,2861008985,1.973953251,0.903731192
2091,2015/6/30,560672595.5,813815599.8,227070992,7492288.62,451195644.9,2341818226,349389783.1,55397536.77,727248756.6,3069066982,609903128.7,62352379.14,74425162.28,22667435.4,10428392.97,1297878736,29548419.05,1327427156,360000000,46365789.7,164510843.2,1614262169,1741639827,3069066982,1.804342856,0.876881484
2091,2015/9/30,514657509.2,786154414.7,430291811.7,10051706.54,425395723.5,2596281904,380428727,55043231.34,761197196.1,3357479100,650318823.6,82559398.83,56414988.32,29943222.14,13286875.56,1521406016,29311544.05,1550717560,360000000,48218289.7,164510843.2,1679250883,1806761540,3357479100,1.706501668,0.886590964
2091,2015/12/31,529879663.1,1100201415,369702863.9,16342073.42,447302611,2965046915,395435686.2,56134495.98,779591714.1,3744638629,943074760.9,55624186.79,79103671.62,38607095.9,13966061.95,1834872155,36664212.15,1871536368,360000000,54763777.37,181041151.1,1736483518,1873102262,3744638629,1.615941964,0.897411722
2091,2016/3/31,615768196.6,977389934.2,442509763.5,13637056.88,479423473.9,2989341430,397408092.4,55637478.05,796208180.4,3785549610,895658047.1,46222449.22,52978474.63,28234592.92,10709583.24,1803967927,36119837.15,1840087764,362043650,69287858.37,181041151.1,1807411606,1945461846,3785549610,1.657092338,0.894651998
2091,2016/6/30,691510873.3,1034399220,378822415.5,10997256.77,576035285.5,3134002413,401180334.1,55307095.35,822685125.7,3956687539,859198055.7,51501232.51,69323812.09,38518157.11,11745278.53,2043381047,35355233.7,2078736281,544076325,71622790.89,181041151.1,1735192139,1877951258,3956687539,1.533733719,0.893470286
2091,2016/9/30,661278174.9,1086184994,478738469.2,6608762.26,601481708.9,3373825488,397991307.3,55393085.78,847121136.1,4220946624,922789930.4,234544822.6,109272853.3,38067658.07,14849271.33,2204778851,37344212.15,2242123064,546101680,81109373.27,181041151.1,1828588208,1978823560,4220946624,1.53023306,0.893594999
2091,2016/12/31,3955405131,3615577943,777774158.8,157134978.7,1587229138,11152592599,1377518142,194626277.3,3050127430,14202720029,3419692634,532360713.9,458054333.1,315414275.2,712741926.4,8868176382,172279061,9040455443,999578080,1004689760,310984806.4,3757417834,5162264587,14202720029,1.257597066,0.882233172
2092,2015/3/31,2678283387,534250925.8,775735601,257268049.4,1619779581,7985408155,20351873410,574567653.3,26535047592,34520455747,3712417651,586581657.3,21885467.54,64829164.48,765023288.4,15261186926,9125385167,24386572092,1390239078,5676726495,249816629.5,8611495242,10133883654,34520455747,0.523249482,0.820883762
2092,2015/6/30,1587789081,527244794.3,966827319.4,184645881,1209002571,7243683425,20545092235,599923730.9,26761240455,34004923880,3593872145,460771447.5,22480223.61,109051835.8,91525412.38,13208187006,10490415946,23698602952,1390239078,5691492831,248127013.1,8692158617,10306320928,34004923880,0.548423748,0.817198584
2092,2015/9/30,2197387259,801774387.7,1281362049,173406058,1132028418,9021926446,21724829092,595507837.8,27544966987,36566893433,3766934418,716430712.6,48520648.29,119151160.9,95952739.85,14111205230,12024615123,26135820353,1390239078,5691492831,248127013.1,8728102673,10431073080,36566893433,0.639344854,0.840835867
2092,2015/12/31,1552473745,492042518,937707103.5,237489713.7,1300058699,8675659119,23440224758,606687295.4,28351995353,37027654471,3835099538,408220576.8,58730553.63,98828645.99,65409733.24,12680084629,12382585453,25062670082,1390239078,5691492831,264903112.6,10175427303,11964984390,37027654471,0.684195679,0.867348589
2092,2016/3/31,2054397785,785721837.9,1511312748,326316035.7,1873217298,10529543223,23570169098,601664279,28486374344,39015917567,4081671795,767179329,71713652.08,155567719.6,101548524.1,15216024932,11744197389,26960222321,1390239078,5691492831,264903112.6,10226921898,12055695246,39015917567,0.692003547,0.873994883
2092,2016/6/30,2172050369,1142485769,1802888394,422639486.8,1801694475,11028847910,24132955450,587508618.3,29540367591,40569215501,4369451052,618476041.4,75714704.1,170119402.9,153584406.4,17047620969,11124311688,28171932656,1769400418,7004845639,271717611.9,12151549499,12397282845,40569215501,0.64694352,0.866711444
2092,2016/9/30,4005449609,1352788078,3210224483,548771963,1743219003,15305579867,23603249781,582553233.9,29874631000,45180210866,4124044225,1720197194,182773571.2,221565258.4,248290090.6,17980139918,11689618900,29669758818,2146449598,9280671347,271717611.9,15247901982,15510452048,45180210866,0.851249208,0.861191856
2092,2016/12/31,2615575686,1056880328,2150291190,381020707.9,1669599651,14022210225,24984183023,605788883.1,32646045647,46668255872,4185988936,1383623441,108400084.6,365107820.2,262171490.2,16948820332,13037504168,29986324499,2146449598,9279936479,271717611.9,16282518357,16681931373,46668255872,0.827326619,0.83582282
2102,2015/3/31,298756491.6,298238106.5,81450881.18,48861638.56,345553289,1184630148,694328255.7,287239691.3,3355991178,4540621326,121020523.8,21815618.1,19292209.58,15040192.25,173830633.9,1075054054,798793457,1873847511,728727553,1676084998,15090435.22,2641251665,2666773815,4540621326,1.101926125,0.413810857
2102,2015/6/30,344894263.1,263644490.7,94490778.14,64408541.86,467141284.3,1328076983,692785054.9,284530711.5,3359228081,4687305064,156310458.4,14875979.4,18371738.13,23768573.36,194826951.1,1537240650,477170291.7,2014410942,728727553,1677887404,15090435.22,2647725787,2672894122,4687305064,0.863935638,0.431135164
2102,2015/9/30,323825849.1,385805430.4,135288648,95202442.99,493655943.7,1492424138,687548037.9,287097423.5,3373081877,4865506015,212016348.1,27318645.81,21816860.42,25138006.4,195806091.8,1712811100,455940177.3,2168751277,728727553,1677964884,15090435.22,2672533226,2696754737,4865506015,0.871330258,0.448046343
2102,2015/12/31,231977417.3,170981258.7,28054133.56,874143910.3,104653922.1,1510121258,438814258.3,275807147.8,3361587962,4871709220,54871750.89,5014746.06,7957574.84,25802860.95,116358737.7,935997383.7,1026728180,1962725564,728727553,1681592416,15090435.22,2865971752,2908983656,4871709220,1.613381922,0.400051692
2102,2016/3/31,107785416.6,289350622.7,29393411.48,833329338.4,79268176.87,1393564883,429709241.9,274220995.2,3374430670,4767995553,47992558.1,5664220.75,8552271.83,33228630.2,120917973.9,795632757.7,1025391180,1821023938,728727553,1681592416,15090435.22,2904863312,2946971616,4767995553,1.751517732,0.382398453
2102,2016/6/30,570586780.7,192304763.5,29427339.72,321475357.8,118528768.6,1272608596,433041212.5,276278208.5,3511600675,4784209271,58979376.57,4077226.33,7162980.1,13900538.31,113520314.3,843213935.9,951948348.1,1795162284,728727553,1681592416,15090435.22,2947002342,2989046987,4784209271,1.509235725,0.356516555
2102,2016/9/30,393503552.2,140959810.4,24716014.15,324439548.9,138486277.9,1085548821,502339681.4,309773914.5,3706341082,4791889903,69139105.68,10235993.51,5190457.52,40980490.93,114394315,807294544.3,915006330.3,1722300875,2186182659,224137310.1,15090435.22,3025270739,3069589029,4791889903,1.344675037,0.331369989
2102,2016/12/31,707157659.2,263114240,276808338.7,283866801.2,298442879.6,1975885398,568946273.1,332430304.1,5143946263,7119831661,194631694.5,89563135,8740655.27,28871580.13,400603676.4,1386112388,1147208438,2533320826,2530877229,1282349652,15090435.22,4549668191,4586510835,7119831661,1.425487151,0.357428629
2127,2015/3/31,270778256.7,28378001.83,4469402.77,1260220.41,98892806.69,419398507.9,74787935.13,7166814.16,166932317.5,586330825.5,37710970.02,8821762.17,2474108.72,1617037.04,4838064.89,114039542.8,1363750.17,115403293,446458902,303039612.5,43102375.78,447049183.9,470927532.4,586330825.5,3.677658621,0.842845748
2127,2015/6/30,163073443.5,44821053.28,5985394.6,1181030.39,95088137.44,389632140.2,70843571.74,6957444.12,158236489.9,547868630,28014403.32,7332141.16,2985050.62,647221.37,5873875.95,73772692.42,339500.16,74112192.58,446458902,303039612.5,43102375.78,449120115.5,473756437.4,547868630,5.281522571,0.840485632
2127,2015/9/30,95027961.92,39830878.44,10571775.64,603306.85,107777873.8,365689270.3,66374177.08,6909748.62,152704106.3,518393376.5,26781284.56,8316790.51,1345452.84,525854.77,7218156.15,44187538.83,315250.16,44502788.99,446458902,303039612.5,43102375.78,448741140.5,473890587.5,518393376.5,8.275846086,0.833466373
2127,2015/12/31,682233670.6,280198252.4,4779930.64,169112832.4,68263851.65,1292512329,5544089.83,1370412.29,80277522.64,1372789852,35632801.88,10060399.21,45489136.89,5939038.98,32107239.57,135634394.6,1800000,137434394.6,417326994,528338112.1,28645645.6,1233237597,1235355457,1372789852,9.529384737,0.945560908
2169,2015/3/31,76080439.81,519172621.2,8073137.15,30025060.15,160962819.2,846457221.8,343404166.1,51932437.36,772558763.8,1619015986,206616048.4,34304911.43,4496121.94,4508238.36,20299598.81,655352768.2,272448391.1,927801159.3,266472375,160564274.1,21682641.08,597621604.6,691214826.3,1619015986,1.291605473,0.734928746
2169,2015/6/30,105927059,564415562.5,7987867.06,51124094.9,143742940.1,918685277.6,483709277.3,53938316.86,776247917.2,1694933195,230395793.1,7362151.39,2721027.39,10071416.43,25379736.45,673587596.9,317173766.4,990761363.3,266472375,160564274.1,21682641.08,609026892.8,704171831.4,1694933195,1.363869052,0.827404029
2169,2015/9/30,93136725.18,561031006.6,10001112.77,50980789.89,148441453.9,905846181.4,458640792,52974931.95,839533573.9,1745379755,252991855.6,9958873.95,3623638.38,11374776.07,23414525.73,705419936.2,317409529.3,1022829465,266472375,160564274.1,21682641.08,621213250.8,722550289.9,1745379755,1.284123307,0.781770826
2169,2015/12/31,359751411.9,979098350.8,18733844.29,31227484.03,228665179.9,1769238878,845798489.9,97160409.86,1291776861,3061015739,296841910.5,24670574.73,7001362.72,14844837.66,33039620.11,1276758611,501391006.8,1778149618,316111382,521751342.7,23410428.04,1149287576,1282866122,3061015739,1.385726999,0.854303797
2169,2016/3/31,202777965.6,1056662241,28121090.31,54080117.99,222224729.2,1663101907,852249673.1,95953506.12,1302053538,2965155445,259686924.5,35426942.87,5023984.15,14926238.79,37617058,1149855821,508987125.3,1658842946,316111382,521751342.7,23410428.04,1159499843,1306312499,2965155445,1.446356906,0.848303446
2169,2016/6/30,167878685.7,1133696576,25887331.13,39281144.33,222123854.3,1704882203,848081685,93771157.09,1333757123,3038639326,249577750.2,33360063.22,5205777.86,16114241.38,36674794.56,1487604453,214862930.5,1702467383,316111382,521751342.7,23410428.04,1182901799,1336171943,3038639326,1.14605882,0.840166803
2169,2016/9/30,582008874,1146942580,24120722.06,39747189.96,232788585,2725468870,880717392.2,92447671.23,1376027573,4101496442,281303288.3,40577967.42,5776262.1,15106057.52,34055715.73,1060525104,195629328,1256154432,393895997,1927176603,23410428.04,2691438166,2845342011,4101496442,2.569923956,0.879236716
2169,2016/12/31,248393562.3,1187997172,28747626.1,35904019.84,243801256.6,2191172417,1037326248,105978348.6,1525013317,3716185734,325874536.8,42956762.48,10137379.81,24058258.89,9550435,750426492.9,39050781.63,789477274.6,393895997,1932034497,26142208.7,2717119060,2926708459,3716185734,2.919902799,0.868766767
2170,2015/3/31,454118308.6,32319008.52,158291098.2,25806442.62,350039810.6,1036268913,318609825.4,337667077.7,2256009668,3292278581,91080187.32,43033783.98,17687775.42,13440266.06,39034332.28,1120881757,541175148.4,1662056906,851553360,199520924.8,77573590.79,1603659799,1630221676,3292278581,0.924512248,0.411532228
2170,2015/6/30,455240954,47939944.94,170687692,37899973.39,292044175.2,1004453751,316748657.6,351368864,2442465796,3446919547,88417416.85,48967668.31,19269348.42,16024916.35,56847513.4,1066354512,541959798.9,1608314311,876780499,349611883.9,77573590.79,1811970445,1838605236,3446919547,0.941951048,0.383299462
2170,2015/9/30,345849462,92747355.6,200764414.7,22177234.65,268231095,948328859.7,1005968531,349589376.9,2465542450,3413871310,104607144.8,55827936.78,17643658.66,22756051.09,49545028.35,953492000.1,552112982.2,1505604982,876780499,349611883.9,77573590.79,1881550202,1908266328,3413871310,0.99458502,0.572457838
2170,2015/12/31,497121609.1,54996119.74,149667200.1,20252795.15,345649248.2,1185071653,1544348952,351431012.6,2735060945,3920132598,205351918.4,79688346.25,18011442.55,18807532.28,33530230.77,1425438522,558846400.9,1984284923,876780499,349611883.9,90691580.14,1908565049,1935847675,3920132598,0.831373388,0.696257215
2170,2016/3/31,620659296.4,60356870.49,154365289.3,28421181.05,460039468.2,1426851162,1512792643,349007005.9,2732599517,4159450679,205707801,65392371.65,15780351.78,24395474.35,35612148.51,1647109377,559099439.4,2206208817,876780499,349611883.9,90691580.14,1926558230,1953241862,4159450679,0.866275902,0.706738469
2170,2016/6/30,346659318.7,59505073.3,145821480.7,33717389.22,459601774.3,1167653297,1508966422,362943334.4,2777974241,3945627538,153392544.3,29717941.96,16062345.65,23486747.93,33114987.11,1272727429,739410371.7,2012137800,876780499,349611883.9,90691580.14,1876239386,1933489738,3945627538,0.917441764,0.678376176
2170,2016/9/30,377153884.6,78803249.83,164535630.8,23381115,425461469.8,1168523844,1500001173,360520223.2,2940778971,4109302815,150900004.4,21845658.49,15840080.69,28084978.13,28406579.68,1371737090,739688323.1,2111425413,876780499,349611883.9,90691580.14,1944045162,1997877402,4109302815,0.851857001,0.649386316
2170,2016/12/31,202775492.5,81424535.75,316961151.6,11400348.29,296427802.4,1287469268,1478211377,355224959.8,2929135738,4216605005,195347352.7,135864283.3,15752416.51,34392772.6,39950290.38,1358534359,751407386.3,2109941746,890047497,492059728,96161868.21,2057370963,2106663260,4216605005,0.947689883,0.655902234
2183,2015/3/31,7376404089,5307698524,1226854015,170445672,3734631513,18229157699,591953044,66694239,4429892671,22659050370,345900240,282311838,35209754,100566759,307282731,17038151136,1458803386,18496954522,999836546,883972999,117037056,3297089996,4162095848,22659050370,1.069902336,0.830622221
2183,2015/6/30,9804598925,6206149187,1213351043,257477587,4238013333,22500343954,636615096,61640104,4142134033,26642477987,326497940,289364957,39009800,99374793,305534365,19546846093,1443136201,20989982294,1037583860,2061503101,117037056,4643745013,5652495693,26642477987,1.151098435,0.86842369
2183,2015/9/30,8507092399,7432505966,1467661021,263728119,5335382750,23584846753,704926629,70801539,4779375652,28364222405,485009491,360542496,46915903,126203203,368985087,20906000503,1434641211,22340641714,1037583860,2084038688,117037056,4754866825,6023580691,28364222405,1.128137673,0.856352522
2183,2015/12/31,8996190338,8271662183,1932532685,563483295,5686245840,26033639844,729425581,1276261258,6779830995,32813470839,1280532681,301266688,64942317,221029577,385079361,24122316748,2072231761,26194548509,1046393496,2210955427,134469146,5044346292,6618922330,32813470839,1.079234641,0.815612148
2183,2016/3/31,7930263212,9181679764,1697065863,555256465,6969266113,26852555953,733903143,1272955768,7095741044,33948296997,1470657697,386740291,59241118,121638644,364717006,24596737122,2253251039,26849988161,1049380971,2234914007,134469146,5225578010,7098308836,33948296997,1.091712117,0.812602149
2183,2016/6/30,9050926284,10377851949,1649352616,573673056,7665838039,29927068173,792726560,1267813036,7239570878,37166639051,939607392,398702773,62825433,201783733,361481319,27150485592,2811823247,29962308839,2099424127,1189771268,134469146,5147759383,7204330212,37166639051,1.102266406,0.826542176
2183,2016/9/30,7416848598,12043387083,1913294873,577142853,8195953953,30704075446,844225744,1299615523,7224390352,37928465798,1183894202,400714005,61907436,131283736,395103274,27026844369,3398726702,30425571071,2100097591,1195611997,134469146,5311672297,7502894727,37928465798,1.136058469,0.831784269
2183,2016/12/31,7899346144,11976928721,3787610559,1062851076,7822791208,34002264002,1584985099,1384870414,8379563441,42381827443,1773887762,1324549519,91827403,198994243,748461083,31649656757,2950612033,34600268790,2108687964,1248352455,152187547,5489219274,7781558653,42381827443,1.074332789,0.839681799
2191,2015/3/31,581785529.6,668031271.9,13568999.66,37204512.67,377975641.4,1894078759,1368723338,269602203.4,3261051783,5155130541,376149177.3,7999067.08,10565266.71,88929465.48,223070152.5,1100199346,155053710.6,1255253057,656650000,573752185.7,311654393.2,3735330478,3899877484,5155130541,1.721577789,0.632923273
2191,2015/6/30,480727501.8,532714705.7,18072908.85,28399644.56,365396222.3,1666414615,1323405397,267808473.7,3315788562,4982203177,316981099.8,9362268.36,10600874.06,85936953.33,212932527.8,888858690.3,168147658.6,1057006349,1315500000,184217814.5,311654393.2,3771953139,3925196828,4982203177,1.874780135,0.600099977
2191,2015/9/30,460862903.8,478616430.8,42592606.29,31641921.9,416129394.8,1632954903,1318425744,293341580.7,3375783533,5008738436,331986221.1,9956166.19,12229098.93,73024853.39,63130001.1,746210451.3,170875681.2,917086132.5,1315500000,188678902.7,311654393.2,3895858642,4091652304,5008738436,2.18833025,0.589246311
2191,2015/12/31,570996326.1,630196700,11380479.64,31000022.72,410218751.1,1894284606,1300726781,291702547.4,3471031956,5365316562,382425307.9,6421167.76,43489773.06,85314510.37,158526078,967571070.8,25581131.31,993152202.1,1315496000,326300176.8,353023443.7,4147309221,4372164360,5365316562,1.957773091,0.595493546
2191,2016/3/31,623418361.6,917239733.3,94150862.46,35388805.85,522207090.9,2409033060,1629193091,362463607.1,3759744430,6168777490,550495731.6,11114331.91,17681468.04,78509303.02,162315308,1181778668,124141617,1305920285,1315496000,329119728.7,353023443.7,4387894864,4862857205,6168777490,2.038480746,0.654623409
2191,2016/6/30,667366795.6,1030231165,50155893.76,56966278.99,443489487.6,2378521927,1650365362,379534187,3985407115,6363929042,466424420.6,10601241.94,17740918.51,80607242.92,390250857.3,1654777365,117731294.6,1772508659,1315496000,245957786.5,353023443.7,4227799587,4591420383,6363929042,1.437366728,0.633081743
2191,2016/9/30,469672425.3,1005666603,33167527.13,77831199.71,533434585.8,2230136389,1695569679,377248191.4,4032314334,6262450723,510434592.1,10356094.95,18322575.83,47607825.63,297225321.9,1418224079,119353438.7,1537577518,1315496000,247690438.4,353023443.7,4359465157,4724873204,6262450723,1.57248521,0.626864185
2191,2016/12/31,786101494.8,813480951.7,14502942.49,60667295.47,634814267,2457247333,2006257050,376283700,4223429791,6680677125,649908567.2,9273153.69,58649580.31,46443545.54,351601280,1803970293,65001853.47,1868972147,1315496000,249699879.7,379339812.8,4493801642,4811704978,6680677125,1.362132926,0.668121554
2210,2015/3/31,9502265329,1305461755,5230383886,289402373.8,108622502.3,16709705176,35211349.86,255628.84,349236662.7,17058941839,292093206.8,360048673,1994783.24,41800243.46,118142486.1,16199396306,717543.15,16200113849,397800000,50691568.72,50884998.43,853996569.7,858827990,17058941839,1.031501721,0.981591747
2210,2015/6/30,7692667592,1157894939,6412200475,305093521.8,88022996.33,15750868203,141482475,232165.29,427691361.4,16178559564,39658157.54,725150685.9,2124707.45,20374616.77,88908698.77,15166886942,127982653.9,15294869596,596700000,10911568.72,50884998.43,854773753.1,883689968,16178559564,1.0385037,0.982309372
2210,2015/9/30,9900360499,1879409458,7346122227,296566964.1,276559486.7,19797964996,142514179.3,253504.45,432501275.9,20230466271,311421410,807315982.7,4292749.46,30397617.75,157902759.2,17179684791,644258717.5,17823943509,747909677,1345966036,50884998.43,2377429022,2406522763,20230466271,1.152405602,0.985665822
2210,2015/12/31,11366998931,1996527912,5025215854,374596024.4,97158833.06,20132381289,104257952.3,329869.42,442528044.5,20574909334,279405477.6,343103935.1,7454739.78,44480042.83,200300182.8,17489567890,657702465.3,18147270355,747909677,1345966036,64347524.51,2398225565,2427638978,20574909334,1.151107987,0.983559097
2210,2016/3/31,9513668849,2585602381,7005927572,430418484.7,500261374.9,20247020905,102844320.4,356404.73,445212678.2,20692233584,695729852.8,962525956.8,5241861.96,50374018.63,195908204.5,17438322079,780353829.3,18218675908,747909677,1345966036,64347524.51,2443573658,2473557675,20692233584,1.161064741,0.983454258
2210,2016/6/30,9236115073,2716316899,6559115959,125876733.6,304866898.2,19088798212,100909265.3,898630.68,451384527.2,19540182739,282108608.6,548928427.9,5011118.56,26750566.47,114241907.4,16127601838,916188475.3,17043790313,972282580,1121593133,64347524.51,2465109483,2496392426,19540182739,1.183610459,0.98206387
2210,2016/9/30,6515788193,2894498779,7498698065,82730047.93,545534798.1,17651980396,98816327.79,961322.63,443485517.9,18095465914,929428953.4,937744633.5,5217565.97,39755829.47,46656458.87,14167555474,1398228433,15565783908,972282580,1121593133,64347524.51,2500261228,2529682006,18095465914,1.245943976,0.980952732
2210,2016/12/31,6248283937,3004763300,6032211418,285660859.2,313650637.2,16405451622,247617088.8,179479546.7,3279441789,19684893412,473962010.2,1505251740,10176913.43,37627200.44,153428719.2,13079694405,2529145980,15608840385,972282580,1021479933,81951903.29,3946745105,4076053027,19684893412,1.254268725,0.845982163
2221,2015/3/31,3558458981,1142945675,1831164656,129126737,1137396266,8324631207,1005796196,526988916.4,5432841778,13757472985,476213367.1,197234787.5,5700973.17,59295690.81,532418745.5,7543235357,2866671921,10409907278,692346184,1827317911,25670362.51,2900498678,3347565707,13757472985,1.103588953,0.678207939
2221,2015/6/30,3002591318,1194224077,1279388143,57044825.59,991541850.6,7172017414,991669514.2,529008283.1,6703928972,13875946385,638495077.6,143800070.5,5224663.73,50550680.04,1154103246,8332222364,2652947090,10985169454,692346184,1767540511,25670362.51,2879187511,2890776931,13875946385,0.860756843,0.588333704
2221,2015/9/30,3856931913,1318646334,1000194642,26500246.56,976368436.6,8132363077,976792604.3,525459270.9,7401534650,15533897727,414523910.7,289421597.9,8509378.5,51619549.58,654231701,8415478449,4179000213,12594478662,692346184,1767540511,25670362.51,2927847609,2939419065,15533897727,0.966357781,0.586405025
2221,2015/12/31,3342169534,314845223,255746066.3,750717387.3,951871153.4,6511616932,993632856.8,523090171.8,8385440768,14897057700,106409177,52399799.9,31897235.53,97163120.99,889714746.8,7516753590,4140037925,11656791515,692346184,1778565237,30911604.27,3229537917,3240266185,14897057700,0.866280483,0.503807526
2221,2016/3/31,3556240711,773649438.3,729218985.1,781078554.5,1204613461,7972566556,5609951535,644690218.4,8878264729,16850831285,345200086.9,82133804.74,15855521.64,97667153.05,942982575.4,8913048913,4627008901,13540057814,692346184,1777937116,30911604.27,3302664691,3310773471,16850831285,0.894482532,0.806044394
2221,2016/6/30,3899726029,1533997783,671490788.8,836417905.2,1384244254,9324479271,5542916075,638748529.9,8888370689,18212849960,556274761.3,197160226.8,16123788.33,60648966.26,985222690.1,9586662585,5205937998,14792600583,1391616368,1113671972,30911604.27,3411875739,3420249377,18212849960,0.972651242,0.816313503
2221,2016/9/30,6378603928,2154442801,689196945.7,876308227.8,1539893329,12601853988,5459615282,632867631.7,9012249806,21614103795,741462341.7,230391263.2,16129558.74,53396734.87,864136275.5,8899133294,6208878398,15108011692,1619962824,3767078172,30911604.27,6497101727,6506092102,21614103795,1.416076552,0.835633503
2221,2016/12/31,3416991913,607178195.2,294800474.6,905705183.5,1294568629,10722833839,5384825594,631161781.7,9559434372,20282268211,73528989.27,91777184.26,50999232.18,88617249.12,754085148.9,7811573027,5833647848,13645220875,1619962824,3759455387,34874517.86,6626247210,6637047336,20282268211,1.372685604,0.794174461
2259,2015/3/31,272665261.7,123144362.5,80307636.9,252958909.6,472915577.7,1229898515,507830312.3,92768854.98,698033370.6,1927931886,64851179.89,6930613.2,3586700.7,2134536.84,20147489.84,828036187.1,87918472.22,915954659.4,643320000,89881306.78,18411921.67,832200633.6,1011977226,1927931886,1.485319765,0.901343476
2259,2015/6/30,511418325.4,126727230.1,58800103.42,49146897.64,455093327.1,1224241028,497455448.8,92142555.37,691457988.2,1915699016,61249694.57,5975002.61,2989181.89,7647763.22,21664622.93,873691598.5,75918472.22,949610070.8,643320000,88101799.62,18411921.67,846730419.8,966088945.2,1915699016,1.401227882,0.898730157
2259,2015/9/30,709432164.9,154952863.4,82993232.16,84967472.13,449836185.9,1505415870,488475403.8,91685437.72,686888759.3,2192304630,64920021.32,4476121.49,3877465.32,6943943.42,20659287.58,1148414839,75280805.53,1223695645,643320000,88101799.62,18411921.67,849123230.9,968608984.9,2192304630,1.310864175,0.909495536
2259,2015/12/31,822113656,121022888.1,54057108.1,19425761.35,431913374.5,1497654818,1341934769,129010823.4,1683110405,3180765223,226847204,36721203.82,6164679.24,21000865.57,273402771.7,1572755855,389430883,1962186738,643320000,87194365.28,20818388.04,853140703.6,1218578485,3180765223,0.952248763,0.892737875
2259,2016/3/31,450410115.8,122076070,89249840.62,48381408.86,440981659.5,1202546234,1336341396,124912445.5,1690011423,2892557657,228091740.2,40205729.92,5971586.78,24337319.59,165347350.1,1299813527,377840000,1677653527,643320000,87194365.28,20818388.04,846325422.9,1214904129,2892557657,0.925168271,0.877731036
2259,2016/6/30,1503562367,138283213.5,73226792.01,66107130.57,471353078.8,2307085169,1312462081,127487322.5,1706760563,4013845732,209076925.8,28904576.38,5110057.61,11588083.21,81031602.55,1223058290,808037011.2,2031095301,752328267,723517531.4,20818388.04,1606638042,1982750431,4013845732,1.886324787,0.901765412
2259,2016/9/30,1405414227,245447925,77582312,79973799.72,451132814,2298627096,1287876893,126588193.2,1661911818,3960538914,200181538.4,38201480.65,5111984.45,14362984.25,74731866.67,1056563152,933338045.7,1989901198,752328267,722098176.2,20818388.04,1601065366,1970637716,3960538914,2.175569999,0.905559588
2259,2016/12/31,1155959509,121032049.4,5012263.27,869431642.8,14456577.9,2550422283,866743440.3,80569881.16,1146212525,3696634808,65906964.12,22713567.75,3144667.66,30530283.8,169755674.6,1318608605,490189660.2,1808798265,752328267,718858076.1,30864384.62,1664810513,1887836543,3696634808,1.934176885,0.924399055
2286,2015/3/31,133156694.7,116757439.1,15713731.75,2380740.23,233426092.6,733741093.6,657066797.5,109589257.1,1138265280,1872006373,141645075.7,14151715.41,7266517.6,2558636.49,1725109.22,372041744.6,35202139.77,407243884.4,369256000,799563274,32725094.64,1464762489,1464762489,1872006373,1.972200981,0.742950404
2286,2015/6/30,270691614,134891416,19919797.04,3639020.65,225224099.9,757100598.8,648530278.9,134326917.9,1177154853,1934255452,135665991.9,13329772.23,6292231.21,3747149.27,1453592.19,432954728.2,34600355.9,467555084.1,369256000,799622327,32651370.86,1466700368,1466700368,1934255452,1.74868306,0.726703847
2286,2015/9/30,220899184,124847339.8,12010198.15,6364554,127578600.3,630434818.5,639868192.4,133468450.6,1228338082,1858772901,127976765,18391831.4,7246298.56,3220968.78,1611173.08,351493268,33492446.65,384985714.6,369256000,799624623.6,32610629.38,1473787186,1473787186,1858772901,1.793590023,0.683409474
2286,2015/12/31,274330117.9,114381191.2,8629537.77,7477950.41,131936444.6,624965061.9,994029779.3,133000145.8,1288585325,1913550387,179115585.7,12220343.53,10032657.37,2996418.83,1807856.46,402737228.5,32698287.37,435435515.9,369256000,799551110,36213995.82,1478114871,1478114871,1913550387,1.551793621,0.846068571
2286,2016/3/31,138773829.7,114487938.1,19831384.62,6405281.2,157087154.2,607743154.1,979248952,132114938.5,1307295018,1915038172,167108517.6,13003899.9,9164755.14,3350692.44,1741732.9,414171190.2,31583294.74,445754484.9,369256000,799551110,36213995.82,1469283687,1469283687,1915038172,1.467371871,0.828699986
