股票代码,统计日期,销售商品、提供劳务收到的现金,收到其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产支付的现金,投资活动现金流出小计,投资活动产生的现金流量净额,偿还债务支付的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,现金及现金等价物净增加额,期初现金及现金等价物余额,期末现金及现金等价物余额,净利润,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,财务费用,投资损失,现金的期末余额,现金的期初余额,间接法-现金及现金等价物净增加额
600811,2016/6/30,3093526130,149882139.1,3243408269,3048309591,49286881.4,11094068.94,2249701085,5358391627,-2114983358,34450947650,57703756.29,30814718939,3636228712,3397250493,3678872568,8299347921,9827764119,1761082944,11588847063,430733622,13260478.76,40357702.54,247212814.4,-787300490.2,11588847063,1761082944,9827764119
600811,2016/12/31,8076994389,445231930.1,8523362456,8592689042,164846063.5,90457427.38,1239306215,10087298748,-1563936292,1.03E+11,153625704.1,1.05E+11,-1510557898,7289400000,8034486820,13972088177,10994509661,1761082944,12755592605,720480077.2,67388426.98,83810196.45,482956091.6,-1534542434,12755592605,1761082944,10994509661
600812,2015/6/30,3067078902,180420716.4,3314177834,2120354219,475650784.3,170694507.2,412864485.7,3179563997,134613836.9,192320.29,144425794.5,144425794.5,-144233474.2,2427681130,3789185255,-143316819.1,-149974183.7,1209999810,1060025627,23124066.37,180581545.8,7874561.47,138704044.7,-14668481.18,1060025627,1209999810,-149974183.7
600812,2015/12/31,6106203368,383339322.5,6591931247,4132659847,962351502.2,313670049.3,1060754803,6469436201,122495045.5,1229510.29,367811495.2,367811495.2,-366581985,6361562000,6848455755,200239330.3,-34193832.68,1209999810,1175805978,50850714.08,369991163.5,21223561.9,278230787.5,-41381717.21,1175805978,1209999810,-34193832.68
600812,2016/6/30,2774437229,91340403,2901822795,1719780825,467998976.4,260457840.2,763455977.9,3211693620,-309870824.6,257815.06,155857422,206779722,-206521907,2258720500,2564720721,604979278.6,90234033.55,1175805978,1266040011,28774148.36,196604517.3,10238196.4,158472752.7,-15411576.47,1266040011,1175805978,90234033.55
600812,2016/12/31,6496093936,403738359.7,6970729783,4465829022,1029588334,447843533.1,1473995163,7417256051,-446526268.3,42466815.06,288594282.4,288594282.4,-246127467.3,5538512500,6205835345,656864655.2,-29490957.62,1175805978,1146315020,51631281.2,395835588.4,23694300.59,290212680.1,-31021857.17,1146315020,1175805978,-29490957.62
600869,2015/6/30,5182168108,48044551.08,5262179219,4386518445,324769879.1,145308599.2,389441267.7,5246038191,16141027.15,99039871.72,140550457.4,330796640.3,-231756768.6,4809391081,4974880420,-212256138.5,-427871880,1110231285,682359404.7,162702501.5,96428801.21,7037613.56,124389181.9,-49625592.69,682359404.7,1110231285,-427871880
600869,2015/12/31,14136431879,79272560.45,14303447614,10946447945,605226415.7,404913618.1,965354124.3,12921942103,1381505512,536379730.7,168316981.5,486833219.3,49546511.33,8202707298,8584348614,-1585356861,-154304837.3,1110231285,955926447.4,451290588.5,197294715.8,15171397.13,303380013,-135331037.4,955926447.4,1110231285,-154304837.3
600869,2016/6/30,6128736680,102908244.2,6258414331,5170109174,332057642.9,370435595.9,365758517.9,6238360930,20053400.93,8445481.54,182825515.7,611894126.2,-603448644.7,2017219945,2201134735,1474365755,890970511.3,955926447.4,1846896959,211989304.4,121201546.5,9359383.7,111728967.7,-1317924.15,1846896959,955926447.4,890970511.3
600869,2016/12/31,12736838450,107351300.3,12911292826,10811546914,749156047,586563354.5,979904512.5,13127170828,-215878002.3,140314576.9,203985815.1,762615815.1,-622301238.2,4801834741,5224846478,892528695.7,54349455.17,955926447.4,1010275903,308101864.7,237753354.4,19706206.75,183591074.1,3343586.13,1010275903,955926447.4,54349455.17
600898,2016/12/31,1159664277,21610646.89,1182120638,994010311.2,45263133.85,23485966.06,102447106.5,1165206518,16914120.16,720027396.4,32885402.08,1065068306,-345040909.3,307342423.9,326289317.8,381679726.5,53443990.09,41708021.39,95152011.48,17228736.09,11204874.66,6178653.82,6201541.73,-5169073.41,95152011.48,41708021.39,53443990.09
600981,2015/6/30,4939440567,63408747.54,5224548492,4728103809,56206073.2,44221748.92,117806201.7,4946337833,278210659.1,171610722.9,7443272.82,80410446.78,91200276.11,806654076.8,858681105.5,-45321683.89,322382863.3,338588493.9,660971357.3,29630813.95,8231884.09,419246.31,18741628.47,-65149076.36,660971357.3,338588493.9,322382863.3
600981,2015/12/31,42673553888,901651739.1,45860443303,42925142407,599806307.7,794569318.9,1589175295,45908693329,-48250025.45,4805500129,152166845.4,3178613066,1626887063,18504963455,19644776212,-539425569.9,1079899164,3248107377,4328006540,986928666,54445562.12,4932667.71,642516515,-1459711582,4312410969,3227901120,1079899164
600981,2016/6/30,15104398565,1328774478,17323310797,14620358259,301940764.1,306396547.9,1186543594,16415239165,908071632.6,1260570628,93364445.45,997455016.7,263115611.1,6426775022,7060817213,-1372418395,-214490358.6,4328006540,4113516182,437702054.6,28647017.93,2275829.96,217055739.7,-542118306,4113516182,4312410969,-214490358.6
600981,2016/12/31,33152646396,798070689.9,35775291265,32485154287,587567759.3,485222268.7,1145092436,34703036751,1072254513,2558068973,336164711.9,2403097963,154971010,16944821746,17672375276,-1154005457,89909735.19,4328006540,4417916275,843370326.7,72077547.8,4005297.95,523092620.7,-1292225313,4417916275,4312410969,89909735.19
601118,2015/6/30,3852582424,49686404.95,3903186824,3392755167,702911131.3,49274429.58,273061148.7,4418001876,-514815052.6,460564812.4,275057832.5,932939902.5,-472375090.1,767876772.5,823891799.5,1412348093,425645414.6,1390663064,1816308479,-309944287.4,117139454,5581936.44,44662090.62,47828761.2,1816308479,1390663064,425645414.6
601118,2015/12/31,10020011361,388074879.2,10408086240,8158483697,1570624150,78818024.92,838090033.3,10646015905,-237929664.5,209935417.6,688264502.3,1080275386,-870339968.5,1873570826,2013471099,1028147604,-82050927.47,1390663064,1308612137,-982946974.5,243155643.3,11401568.08,131357771,-178962444.4,1308612137,1390663064,-82050927.47
601118,2016/6/30,4167090316,191358015.7,4358448332,2825808467,439747761.9,20918910.61,240081073.3,3526556212,831892119.6,246724716.7,253171905.5,1436056500,-1189331784,1011265469,1110322611,493709137,135441725.2,1308612137,1444053862,-216480468,116888754.4,6047226.82,78960778.85,85383602.54,1444053862,1308612137,135441725.2
601118,2016/12/31,9793149807,446638491.3,10239788298,8049009325,1106589683,34049254.61,513744780.8,9703393043,536395255.4,316574295.4,584212084.4,905316039.1,-588741743.7,1339618002,1498752051,883143418.4,838156713.7,1308612137,2146768851,64200615.72,235355028.9,11544815.11,159194375.2,100603628.6,2146768851,1308612137,838156713.7
601186,2015/6/30,2.77E+11,1814946000,2.84E+11,2.44E+11,19424900000,11573663000,2150143000,2.77E+11,6889144000,4572785000,11243736000,12584241000,-8011456000,46779362000,56951495000,3682261000,2483430000,84757505000,87240935000,5594097000,5378798000,152663000,2261291000,-269590000,85846445000,77830348000,2483430000
601186,2015/12/31,5.81E+11,5470399000,5.98E+11,4.78E+11,40024243000,22270191000,6784127000,5.48E+11,50375107000,8230388000,27144112000,32566685000,-24336297000,1.05E+11,1.20E+11,-2446679000,23713048000,84757505000,1.08E+11,13374434000,10827720000,289134000,3732215000,-359528000,1.06E+11,77830348000,23713048000
601186,2016/6/30,2.69E+11,3823848000,2.73E+11,2.35E+11,21323153000,16246277000,3365847000,2.87E+11,-13739795000,4977376000,13006380000,15028333000,-10050957000,47205028000,51530189000,20096950000,-3623430000,1.08E+11,1.05E+11,6199189000,5880697000,178591000,1653647000,-87196000,1.02E+11,1.06E+11,-3623430000
601186,2016/12/31,6.34E+11,9369163000,6.44E+11,5.20E+11,45381185000,23892757000,7210811000,6.07E+11,37137579000,9230426000,29816396000,35503029000,-26272603000,1.03E+11,1.14E+11,-2111263000,9063469000,1.08E+11,1.18E+11,14850831000,11810502000,389002000,2049034000,-147524000,1.14E+11,1.06E+11,9063469000
601766,2015/6/30,94792421000,2211788000,97675533000,83089068000,11925657000,7018606000,6422416000,1.08E+11,-10780214000,12027399000,3978740000,9753026000,2274373000,50450512000,52539981000,-1441329000,-9993364000,37034186000,27040822000,5674836000,2387189000,407338000,630978000,-499942000,27040822000,37034186000,-9993364000
601766,2015/12/31,2.58E+11,4445614000,2.64E+11,1.93E+11,25713796000,15087875000,15483065000,2.49E+11,14981510000,27788620000,9077282000,33180490000,-5391870000,1.05E+11,1.11E+11,-16687421000,-7089965000,37034186000,29944221000,14097878000,4864890000,1305809000,1110769000,-800780000,29944221000,37034186000,-7089965000
601766,2016/6/30,1.03E+11,1353271000,1.06E+11,87774437000,11652746000,7764029000,5563115000,1.14E+11,-8118373000,12293196000,4065533000,22148382000,-9855186000,38903348000,40284415000,13604525000,-4186475000,29944221000,25757746000,6074383000,2478812000,571201000,355996000,-444134000,25757746000,29944221000,-4186475000
601766,2016/12/31,2.58E+11,3177159000,2.63E+11,1.86E+11,25980731000,15902495000,14558129000,2.42E+11,20986379000,23104199000,10373021000,47812738000,-24708539000,1.14E+11,1.20E+11,1306378000,-1929975000,29944221000,28014246000,13909909000,5098132000,1352771000,534809000,-1613096000,28014246000,29944221000,-1929975000
601800,2015/6/30,1.70E+11,10301199181,1.81E+11,1.59E+11,15045548710,9255549741,5120204471,1.89E+11,-7881864124,9578052914,21349219401,29721959263,-20143906349,63025002228,71154848883,31969159654,3649917260,71822705615,75472622875,6535114034,3555072949,372201263,2887819166,-1631346294,202378571,176119256,3649917260
601800,2015/12/31,3.74E+11,12474564849,3.88E+11,2.91E+11,31514149881,16341755394,16909209260,3.56E+11,31911056350,17250583567,52015849520,62722158775,-45471575208,1.63E+11,1.83E+11,36425109926,23137425978,71822705615,94960131593,15782569580,7597915592,762197328,5812645305,-2719384385,150326767,176119256,23137425978
601800,2016/6/30,1.70E+11,5558155744,1.76E+11,1.57E+11,16956095741,10129464245,6863158796,1.91E+11,-15582869116,2128743141,21638557857,26089248962,-23960505821,70297468219,78037357368,25622055290,-13626795138,94960131593,81333336455,7177026751,3900505585,500778854,4461782263,-405141690,174506158,150326767,-13626795138
601899,2016/6/30,41642916129,154482041,41900830055,32954889232,1415376175,1517508925,2381413356,38269187688,3631642367,1046283262,2250115977,4573670848,-3527387586,18132494117,19234941948,705590952,852522921,4845698293,5698221214,576670309,1251327800,271215774,641661441,191211766,5698221214,4845698293,852522921
601899,2016/12/31,84032677562,1923091853,85955769415,67912390850,2531665290,3068703845,3841337552,77354097537,8601671878,1342686680,5521168768,9821542629,-8478855949,9027785484,21420732676,-507890305,-132874951,4845698293,4712823342,1687267902,3338629095,558793841,1505610015,575614728,4333796374,4530704047,-132874951
601933,2015/6/30,23499974321,114173588.1,23614147909,18603373645,1645504750,740885536.8,1642818902,22632582833,981565075.5,83326762.93,582564645.5,845577228.2,-762250465.3,1584020000,1607982350,4270331948,4489611016,2056041045,6545652060,526137336.1,197961679,15488079.89,19350547.71,-8582838.13,6545652060,2056041045,4489611016
601933,2015/12/31,50170847337,353890853.1,50524738190,41691593955,3130436222,1300836856,2863515479,48986382512,1538355678,87817212.47,1312887143,3155162279,-3067345066,1443798000,1956495721,3747598578,2218926933,2056041045,4274967977,600069910.4,432097442,34309073.72,20587947.61,73356444.67,4274967977,2056041045,2218926933
601969,2015/6/30,935742454.1,19273696.25,955016150.3,229416823.9,244786482.3,298644379.4,25266549.88,798114235.5,156901914.9,51058834.93,221664341.4,476162281.9,-425103447,247000000,551200112.2,-351200112.2,-619401644.4,1557427641,938025997.1,5789416.31,50744981.46,12580799.06,21869318.16,-635090.41,938025997.1,1557427641,-619401644.4
601969,2015/12/31,1158868581,69463676.95,1228332258,499976391,454087431.6,278911695.6,106352195.7,1339327714,-110995456.2,257833831.5,354014087.3,851486575,-593652743.5,397000000,724935672.1,-61135672.08,-765135843.8,1557427641,792291797.7,10191442.1,104403294.4,22846929.49,41023794.18,-22304105.26,792291797.7,1557427641,-765135843.8
601969,2016/6/30,629940850.6,12080734.49,662021585.1,190143420.5,217460707.8,131163348.8,112128066,650895543,11126042.08,1806560.18,176049685.5,210444041,-208637480.8,200000000,259590418.2,-22590418.22,-218802890.9,792291797.7,573488906.8,-102832641.2,51044489.66,10227142.3,23189969.06,-3441565.44,573488906.8,792291797.7,-218802890.9
601969,2016/12/31,1507439259,57162808.85,1564602068,466803951.6,415535588.1,242454305.2,51669348.01,1176463193,388138874.7,82309965.52,345137114.9,805374248.1,-723064282.6,1295800000,1718195700,330874950.3,-596163.51,792291797.7,791695634.2,-284772336.6,116566128.5,21495622.95,61597501.14,-30278347.46,791695634.2,792291797.7,-596163.51
603003,2015/6/30,2681661522,47239940.53,2729000262,2423433463,13797978.21,2590657.63,35956710.79,2475778810,253221452.6,9773569.14,976868.44,362768217,-352994647.9,77000000,130912665.7,49939546.35,-51888864.12,264749746.1,212860881.9,-51874775.7,6436408.63,417466.74,5904070.75,6377213.44,212860881.9,264749746.1,-51888864.12
603003,2015/12/31,13129595926,82094928.18,13213048007,13475525448,29204932.79,7363566.59,108395844.7,13620489792,-407441785.7,46270617.9,2036611.74,718196186.9,-671925569,555992699.2,607400289.9,1230733405,157674709.2,264749746.1,422424455.2,-158214706.8,12812455.82,819497.72,11937640.52,-37769106.57,422424455.2,264749746.1,157674709.2
603003,2016/6/30,8271839068,6886002.35,8279103646,7781181601,13413978.06,13007580.68,42037920.57,7849641081,429462564.9,20554483.72,579973.74,64707635.96,-44153152.24,1910312895,2323117371,-551728853.4,-166052966.8,422424455.2,256371488.4,10404560.07,6294548.7,366815.07,7881691.23,424093.72,256371488.4,422424455.2,-166052966.8
603003,2016/12/31,20819918308,42364907.06,20862763359,20133041654,23233018.81,18831967.89,104057667.8,20279164308,583599050.5,26980642.25,13126000.4,768205957.3,-741225315.1,4339699639,4473567422,2663317526,2512224386,422424455.2,2934648841,34935239.6,12528500.98,1772494.02,10986194.54,36067450.25,2934648841,422424455.2,2512224386
603019,2015/6/30,1542405656,82775920.73,1635103479,1621526522,193178811.8,50638243.36,134366631,1999710208,-364606729.7,2165314.65,68717910.13,88805910.13,-86640595.48,765170000,856171554,201953446,-249301037.3,532942202.3,283641165,35854235.28,25230953.08,3172122.68,16682402.33,-56001.93,283641165,532942202.3,-249301037.3
603019,2015/12/31,3526502241,245204312.9,3795809364,2940979797,351555915.2,171556443.1,301848064.7,3765940220,29869144.4,162625563.7,222407300.1,363837044.6,-201211481,1392670000,1577679947,831745052.9,666407967.1,532942202.3,1199350169,179527398.7,51014616.1,6517541.19,42839661.91,866833.8,1199350169,532942202.3,666407967.1
603019,2016/6/30,1803947245,108881140.6,1924059504,2116466066,182801001.4,75918520.88,158054901.9,2533240490,-609180986.7,22523916.74,97085426.48,976467867.3,-953943950.5,658199983.8,876200217.5,1749049766,186131716.5,1199350169,1385481886,65312583.57,30453298.09,7665707.3,37900892.62,-31483013.77,1385481886,1199350169,186131716.5
603019,2016/12/31,4345939728,198728346.6,4577118145,3894883278,342556057.6,172670674.5,408113769,4818223779,-241105633.9,58674411.25,322326167,1226117885,-1167443473,1797700000,2204397264,1485809220,88762364.62,1199350169,1288112534,240119781.6,56175554.59,18325827.97,63129918.76,-38676926.41,1288112534,1199350169,88762364.62
603128,2015/6/30,4046188389,29439676.47,4075628065,3658237465,192857314.3,50710343.61,56439377.85,3958244501,117383564.4,3348259.59,38705305.28,226115305.3,-222767045.7,641075106.7,711355054.5,108782590.5,3090301.15,490222708.8,493313010,67419356.18,10980111.71,1610518,16360417.14,-1008000,493313010,490222708.8,3090301.15
603128,2015/12/31,8336437363,49220140.28,8386271892,7549266774,364788410.9,73022080.43,125510491.8,8112587757,273684135.4,5020994.73,54428847.06,231838847.1,-226817852.3,1106316561,1224362728,82317511.66,140244192.4,490222708.8,630466901.2,154186545,23992055.87,3097881.77,34963160.47,-1008000,630466901.2,490222708.8,140244192.4
603128,2016/12/31,7147404807,63159806.82,7211300942,6051879083,440312439,113697783.8,169008100.5,6774897406,436403535.2,90385528.02,108217184,441879670.9,-351494142.9,1354209810,1435138791,380888534.6,499403534.8,630466901.2,1129870436,236860596.9,50195917.61,6421848.68,3450197.06,-9319212.47,1129870436,630466901.2,499403534.8
603569,2016/3/31,943149623,26210649.18,969360272.2,893479186.9,48523022.83,49331141.1,36757836.27,1028091187,-58730914.84,74720,7245042.62,7245042.62,-7170322.62,17925000,39872614.78,2052385.22,-63114662.59,593015061.2,529900398.6,75382044.36,4074387.78,1010363.22,2515350.2,-3097144.47,529900398.6,593015061.2,-63114662.59
603569,2016/12/31,3911086269,194465862,4105552131,3120937684,164835116.9,213123247.5,161561650.4,3660457699,445094432.4,317982879.7,23976289.98,578360888.7,-260378009,187925000,222175292.1,517424007.9,703273898.5,593015061.2,1296288960,367207830,16276789.02,4119447.12,6350930.85,-16606405.22,1296288960,593015061.2,703273898.5
603878,2016/9/30,1117665698,13571493.6,1132364579,724430642.7,82080186.61,62072634.86,40382484.66,908965948.8,223398630.1,144166755.4,35419633.8,155631688.6,-11464933.15,520630341,529125031.4,-271498066.4,-59564369.4,111873516.6,52309147.21,89277990.47,37422590.84,1623942.26,8119973.59,-212054.79,52309147.21,111873516.6,-59564369.4
603878,2016/12/31,1552901581,12159885.47,1567526827,1047234529,123384107.7,77079865.71,46624086.67,1294322589,273204237.6,84009503.65,51322792.43,211322792.4,-127313288.8,743630341,755207494.7,305855855.3,451746804.1,111873516.6,563620320.7,122483307.3,49957429.99,2149119.5,9774364,-212054.79,563620320.7,111873516.6,451746804.1
