股票代码,统计日期,销售商品、提供劳务收到的现金,收到其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产支付的现金,投资活动现金流出小计,投资活动产生的现金流量净额,偿还债务支付的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,现金及现金等价物净增加额,期初现金及现金等价物余额,期末现金及现金等价物余额,净利润,固定资产折旧、油气资产折耗、生产性生物资产折旧,无形资产摊销,财务费用,投资损失,现金的期末余额,现金的期初余额,间接法-现金及现金等价物净增加额
600251,2016/6/30,709070902.8,65277951.23,815413482.9,420570921.2,44312474.82,19816611.41,70984221.43,555684228.8,259729254,147068549.7,56612695.78,163118695.8,-16050146.1,460857540.8,584177297.5,-166177297.5,77501810.46,359592127,437093937.4,12490213.37,47400084.29,1266377.39,15577730.59,-19823718.54,437093937.4,359592127,77501810.46
600251,2016/12/31,1455255565,101970901.6,1641309087,1590373920,113242580.6,39889899.29,90496238.54,1834002638,-192693550.6,332323062.6,86414070.68,390420070.7,-58097008.15,1020701217,1195265168,249645983.5,-1144575.18,359592127,358447551.8,50791306.03,75679546.15,1972751.57,58339075.62,-88939827.03,358447551.8,359592127,-1144575.18
600258,2015/6/30,613427794.8,314704012.4,928131807.2,121455276.5,192954107.9,76549500.98,414510372.6,805469257.9,122662549.3,63771256.95,22144278.31,197204806.1,-133433549.1,1499000000,1781708772,-123708771.6,-134468419.9,248214362.9,113745943,38479444.82,68144990.48,15373422.12,60033769.95,-38631819.74,113745943,248214362.9,-134468419.9
600258,2015/12/31,1386886672,289846132.6,1676732805,212862632,434149005.1,137227869.3,528721085.8,1312960592,363772212.9,178879779.1,36760256.29,235087284,-56207504.82,2995000000,3622017771,-389097770.9,-81489575.69,248214362.9,166724787.2,112720093.9,125738292.2,30755425.47,109466453.3,-95563681.94,166724787.2,248214362.9,-81489575.69
600258,2016/6/30,2315221555,206566682.4,2521788238,183214205.2,761223047.6,190426214.9,911977764.4,2046841232,474947005.7,180091449.8,137587485.9,6630042291,-6449950841,8247125400,8409727455,6949450545,940406542.3,166724787.2,1107131329,69742452.05,118075068.8,27099874.36,149681237.5,-62976132.14,1107131329,166724787.2,940406542.3
600258,2016/12/31,6790414215,334576036.5,7124990252,449970170.9,1642610343,660940965.7,2889177486,5642698965,1482291286,241270592.5,407084092.2,6842856947,-6601586355,13740323500,14477439602,6120477400,937273664.4,166724787.2,1103998452,333310816.1,282205120,69069178.21,372202269.8,-171011942.4,1103998452,166724787.2,937273664.4
600259,2015/6/30,1497367525,55540933.02,1555572432,1536643995,112890183.6,73765596.27,64387392.49,1787687167,-232114735.6,184492952.1,51748515.94,219748515.9,-35255563.87,896028645.6,1110883656,374641987.3,107271687.8,202982598.3,310254286.1,-44245680.07,16011936.63,7157332.77,59150970.59,-21933446.52,310254286.1,202982598.3,107271687.8
600259,2015/12/31,4297623716,56108737.02,4358295037,4090336951,204079679.6,58365784.23,56890850.16,4409673265,-51378227.32,248592952.1,54191090.21,282191090.2,-33598138.14,2110001392,2392878671,57665722.67,-27310642.79,202982598.3,175671955.5,-311657264.1,32632913.56,14313945.49,119724729,-18785571.78,175671955.5,202982598.3,-27310642.79
600259,2016/6/30,1479533944,44736635.97,1525318056,1507377694,89174516.31,37589429.4,32672976,1666814616,-141496559.6,3397581.18,15149905.93,15149905.93,-11752324.75,566768750.3,668872114.5,270042885.2,116794000.8,175671955.5,292465956.3,-110711593.8,16441857.77,7262059.87,55501431.19,3514435.23,292465956.3,175671955.5,116794000.8
600259,2016/12/31,4931174815,72511491.66,5006500600,5101936112,168489794.9,100845895.4,54399989.86,5425671792,-419171192.2,244884456.8,51652613.33,102317014.9,142567441.9,2854250000,3140623106,712091861.9,435488111.5,175671955.5,611160067.1,9684373.23,31265042.15,14370742.49,109596230.3,-160895377.3,611160067.1,175671955.5,435488111.5
600277,2015/6/30,2044294620,1141106812,3185401432,2192418840,157468586.6,215604521,182256207.9,2747748155,437653277,29743847.31,95393816.2,555212174.2,-525468326.9,1863701633,2319593917,-212591987.6,-300399589,1086921096,786521507,77370241.38,134157075.5,21213628.9,258689201.5,15114262.26,786521507,1086921096,-300399589
600277,2015/12/31,4661374557,2675647331,7337021887,4286191481,325294975.1,311171815.5,1312627270,6235285541,1101736346,170388583.8,366597730.5,1332118538,-1161729955,2812840633,3560622711,-398590410.8,-460586504.3,1086921096,626334591.7,152297182.2,276836283.1,45154738.36,376465773,-7979631.88,626334591.7,1086921096,-460586504.3
600277,2016/6/30,2613790547,865108548.3,3478899095,2249586983,130946184.6,196777765.5,363994966.8,2941305900,537593194.8,4749884.29,81982543.18,190622486.8,-185872602.5,1908750000,3096981143,1580249647,1932035362,626334591.7,2558369954,180768090.7,132363353.4,9827207.4,251814591.2,-41559385.19,2558369954,626334591.7,1932035362
600277,2016/12/31,8452696285,1209624026,9666289518,7650566359,268522651.2,347743501.8,1022129509,9288962021,377327497.6,599587877.6,773151010.9,1363143527,-763555649.5,2486551108,3338207733,3108223591,2722237277,626334591.7,3348571869,392081888.6,253266629.1,47874930.72,488269867.3,-288383682.9,3348571869,626334591.7,2722237277
600279,2015/6/30,978586471.7,39083339.35,1017669811,817146172.1,104835099.9,51498022.82,24534194.74,998013489.6,19656321.47,2960353.26,388742794.5,388742794.5,-385782441.2,475500000,558554331.6,343025668.4,-23100451.33,859590277.9,836489826.6,66771934.76,64426046.29,11243102.54,46710488.82,-180020.79,836489826.6,859590277.9,-23100451.33
600279,2015/12/31,2087863754,90026681.16,2178143877,1453458871,254932522.7,71521585.26,63910332.45,1843823311,334320566,77775922.57,222334248.4,222334248.4,-144558325.8,682460000,1121747103,-100167103.3,89595136.94,859590277.9,949185414.9,125409167.7,132673713.4,22610136.17,87405477.69,-2830662.54,949185414.9,859590277.9,89595136.94
600279,2016/6/30,699293182.7,29609633.75,728902816.5,383520283.6,116950679.7,41176101.19,58355673.5,600002738,128900078.5,1649331.61,73480720.48,73480720.48,-71831388.87,384330000,480247611.9,-380247611.9,-323178922.3,949185414.9,626006492.6,58320973.38,69136783.7,11313245.77,36711019.66,816302.83,626006492.6,949185414.9,-323178922.3
600279,2016/12/31,2310182384,79227210.86,2389450162,2089541735,297928949.4,77679102.29,114171928.9,2579321715,-189871553.8,14207748.78,145978679.8,150978679.8,-136770931,446760000,607652853.9,-57652853.94,-384295338.7,949185414.9,564890076.2,126694424.5,141542524.6,22629386.11,69424674.05,-1564014.57,564890076.2,949185414.9,-384295338.7
600340,2015/6/30,24300490372,1438135475,25738625847,19452588346,1935332314,4660902929,1350977251,27399800841,-1661174994,6643306763,770123584,7468035653,-824728890.6,11342443421,15507630380,12155026983,9669131441,14239914220,23909045661,3164890515,74734836.88,24471392.94,45250098.58,-213870832.4,23909045661,14239914220,9669131441
600340,2015/12/31,76214469697,9003966210,85218435907,61362254188,3064428473,6367033880,6974996666,77768713206,7449722701,13280097923,1182153431,19075644717,-5795546794,30539073333,37266497052,19295840877,20956082766,14239914220,35195996985,4987091306,176629298.6,127702803.1,189605508.9,-303788639,35195996985,14239914220,20956082766
600340,2016/6/30,34173409748,1357013405,35530423154,31019560428,2253993063,6307128501,716387522.3,40297069515,-4766646361,4563366232,1622725525,19123770951,-14560404719,18753789988,22574992439,22552606338,3236134830,35195996985,38432131815,3855343325,114245373.9,145633488.8,292759461.9,-157297448.2,38432131815,35195996985,3236134830
600340,2016/12/31,90132071862,3725703809,93857775672,66160878176,4634350683,8805390064,6494092543,86094711465,7763064206,14165108563,3820015290,39227428212,-25062319649,29885228269,45771841379,25393750862,8128670418,35195996985,43324667403,6168118275,271973390.1,319442327.4,804246666.5,-414970061.1,43324667403,35195996985,8128670418
600354,2015/6/30,419153789.3,20904720.98,440319723.4,249677544.7,62555875.01,32658161.15,81947556.68,426839137.5,13480585.91,9900021.58,18183677.63,25105572.13,-15205550.55,971840288.9,1107276579,-285071583.4,-286796548.1,1319076578,1032280030,-129657983.7,38486353.2,5836971.94,57470194.66,-3517579.28,1032280030,1319076578,-286796548.1
600354,2015/12/31,1279413325,48398188.06,1335754738,601596096.7,119629720.4,39274484.6,267838772.9,1028339075,307415663,194585175.6,32009005.11,588293884.7,-393708709.1,1907570816,2061887408,-223074300.5,-309367346.6,1319076578,1009709231,56133756.05,77430305.17,11787307.68,102884040.2,-159392256.6,1009709231,1319076578,-309367346.6
600354,2016/6/30,262838538.5,33432025.93,302449505.2,284994467.8,56971859.49,91051179.02,62496924.78,495514431.1,-193064925.9,316838277.3,9533518.87,159519868.3,157318409.1,472800000,514639167.3,-235569167.3,-271315684.1,1009709231,738393547,-137566880.5,38941705.67,5490151.51,30071511.03,-20699411.03,738393547,1009709231,-271315684.1
600354,2016/12/31,732062520.7,11961772.91,755392196.9,644356933.3,120945072.4,104447280.5,173478301.7,1043227588,-287835391,370587825.3,36310757.71,564412377.4,-193824552,882800000,946860499.3,-46982499.34,-528642442.3,1009709231,481066788.7,-322133619.8,66192521.71,11011889.54,61948629.98,-40208798.23,481066788.7,1009709231,-528642442.3
600368,2015/6/30,1311772809,517991230.2,1841076289,713400196.1,78140266.56,71475242.2,325549568.2,1187115273,653961015.9,210501717.5,25705854.99,25705854.99,184795862.5,1817475433,2114237336,-468817336.1,369939542.3,380835899.1,750775441.4,28223722.44,171841549.1,13894147.19,234202453.4,-7281415.32,750775441.4,380835899.1,369939542.3
600368,2015/12/31,2042092383,191170592.7,2252263166,857949755.2,154332056,139704359.3,183534390.5,1285409561,966853604.6,564469751.4,48465194,48465194,516004557.4,4244485492,4762547211,-1194047211,288810952.6,380835899.1,669646851.7,-218314069.6,318714765.8,27141376.02,500045667.9,-123795222.5,669646851.7,380835899.1,288810952.6
600368,2016/6/30,617680758.3,391632473.4,1011888620,84686620.39,54587974.01,65183136.25,115095460.9,348503191.6,663385428.2,423862292.3,2708923.92,193927565.3,229934727,2971161642,3215082279,-173122278.8,720197876.4,669646851.7,1389844728,133951031,126224489.9,1190048.68,167379795.7,-2921005.38,1389844728,669646851.7,720197876.4
600368,2016/12/31,1756522206,419829900.3,2180621065,664944427.9,121909349.6,117979298.9,179612731.7,1107865808,1072755257,447080334.9,45218085.88,433279210.1,13801124.79,6344265295,6812914811,-1216994811,-130438304.8,669646851.7,539208546.9,190625101.1,232862632.8,3575693.98,368992953.5,4531580.35,539208546.9,669646851.7,-130438304.8
600373,2015/6/30,4900579176,488824495.8,5443023423,4346465767,373966702,158059355.9,292485378,5170977203,272046219.9,1163947947,95383336.11,2809426082,-1645478135,130454699,166961417,1386834695,13892755.41,3557301080,3571193836,531181129.2,70797706.07,23584811.78,28086077.42,-30902354.05,3571193836,3557301080,13892755.41
600373,2015/12/31,11189176756,2762953623,14047292115,8485898558,874498265.3,241919136.3,3433225559,13035541518,1011750597,2801868991,200935403.8,3724845894,-922976903.6,882067420,1198300834,1755067231,1847380868,3557301080,5404681948,1161959682,142634565.3,60261858.69,43730419.87,-75667282.61,5404681948,3557301080,1847380868
600373,2016/6/30,5626428591,518170609,6200894304,4274908245,571896210.9,241630793.4,783478689.2,5871913939,328980365.2,1202948754,145872744.4,3119028620,-1916079866,90182120.6,239680128.2,1044876711,-542455378.9,5404681948,4862226570,658173271.9,72042341.59,25763860.16,24157740.63,-29301615.71,4862226570,5404681948,-542455378.9
600373,2016/12/31,12883339161,2201876657,15197692295,8590536488,1267622873,279313156.9,2702809696,12840282214,2357410081,2519590702,281400231.9,3640226376,-1120635674,1631745053,1828768494,-353867404,914580189.9,5404681948,6319262138,1280993387,145954210.5,62528974.17,26854560.14,-63086605.22,6319262138,5404681948,914580189.9
600395,2015/6/30,2279958928,-43334246.37,2236624682,385204336.7,933495387.1,449903266.8,144351325.2,1912954316,323670366,52727766.67,162589305.2,265076405.2,-212348638.6,246000000,265003009,-2453009,108868718.4,615271451.6,724140170,21227925.92,155463237.6,31931984.94,18754503.5,40629183.95,724140170,615271451.6,108868718.4
600395,2015/12/31,3999328100,30180900,4029509000,765698900,1673946500,747272300,288482500,3475400200,554108800,64850800,310716800,413203900,-348353100,12000000,312557300,-188507300,17248400,615271500,632519900,23200500,307832000,63888800,35257400,74044600,632519900,615271500,17248400
600395,2016/6/30,1271855100,6110200,1277965300,407731300,760777400,234787200,83700600,1486996500,-209031200,954400,94653200,163653200,-162698800,13000000,32840000,236239000,-135491000,632519900,497028900,78800,70320900,31840200,19645400,-4040300,497028900,632519900,-135491000
600395,2016/12/31,3160610000,161836700,3322446700,990112100,1658386900,545869400,227088700,3421457100,-99010400,232376100,209862100,391862100,-159486000,164000000,221423300,319989100,61492700,632519900,694012600,196020600,138109100,63625200,43592800,-565548000,694012600,632519900,61492700
600518,2015/6/30,9484632036,190584798.2,9675216834,8097603204,220631115.6,797071786.1,321072829.8,9436378936,238837898.5,30145701.04,258839983.2,391950814.5,-361805113.5,1848541948,2768351044,2027648956,1904681741,9969889940,11874571681,1432382312,131017164.2,15189468.67,276312226.2,-39600884,11874571681,9969889940,1904681741
600518,2015/12/31,19372462141,307320605.5,19679782746,16615505099,515531809.3,1403989716,635892896.9,19170919521,508863225.4,12243255.76,1374736296,1455757127,-1443513871,6155252296,7316709568,6759390432,5824739786,9969889940,15794629727,2756456306,266215443.1,33093279.74,610925752.3,-72154767.03,15794629727,9969889940,5824739786
600518,2016/6/30,11982194881,180783891.2,12162978772,10625475667,302445763,795365724.9,336104137.6,12059391293,103587479.4,167159.17,1550939974,1550939974,-1550772815,5910694313,7427174901,7662230299,6215044964,15794629727,22009674691,1760599091,151168864.5,15391370.32,387841168.2,-31171699.6,22009674691,15794629727,6215044964
600518,2016/12/31,23928897876,436932366.4,24365830243,20013484006,633201863.8,1493813817,622141204.5,22762640891,1603189351,25370831.37,1567436979,2011678796,-1986307965,18234092367,20215092584,11833575948,11450457334,15794629727,27245087061,3336759125,325665657.6,51903316.49,896001616.6,-67188605.08,27245087061,15794629727,11450457334
600533,2015/6/30,2067423092,209358552.4,2280785142,901584942.7,68348541.42,215527360.9,764334997.4,1987135842,293649299.8,22697684.59,17913054.11,177913054.1,-155215369.5,1099430000,1359509788,-287509788.5,-149075858.2,1590451882,1441376024,75003052.78,1811904.03,10204304.26,42866590.27,-7889084.07,1441376024,1590451882,-149075858.2
600533,2015/12/31,4753113053,226398215.2,4987884427,1567645537,122112494.9,401668231.3,1303121729,3447689005,1540195423,58297953.46,13549104.07,528845183.7,-470547230.3,2721430000,3107214086,-402914086,666734106.5,1590451882,2257185989,176470566.8,3460072.75,21932357.27,115054051.4,-54112579.83,2257185989,1590451882,666734106.5
600533,2016/6/30,1061227022,87648540.76,1154132955,2955535884,67833766.18,115435298.7,28385888.32,3119890837,-1965757882,228411789.5,3731285.66,406538477.8,-178126688.4,1419085885,1650401017,1154598983,-989285587.4,2257185989,1267900401,12633189.78,1859485.43,13637185.47,86020896.74,-67594787.18,1267900401,2257185989,-989285587.4
600533,2016/12/31,2125840188,42367165.02,2177155667,3927290371,127851411.6,249251673.2,265957099.1,4502250555,-2325094888,437853381.2,9013351.26,717341203.9,-279487822.7,3833235885,4292788660,1486211340,-1118371370,2257185989,1138814618,179741166.3,3732663.83,243363.18,146788229.8,-95260870.04,1138814618,2257185989,-1118371370
600538,2015/6/30,244009166.3,5992913.06,250646542.6,225712615.7,25284574.31,7494055.99,18786053.67,277277299.7,-26630757.11,5127886.03,9916582.41,189916582.4,-184788696.4,27200000,33999028.27,-10555528.27,-221974981.8,328306877,106331895.2,3194109.01,11526728.51,919474.39,1609251.17,-5123886.03,106331895.2,328306877,-221974981.8
600538,2015/12/31,485176322.3,6716150.36,492536935.9,389860922.6,47329676.67,18283995.46,43599025.71,499073620.4,-6536684.52,905559597.3,23972886.93,1076872887,-171313289.7,65600000,86656071.66,-22256071.66,-200106045.9,328306877,128200831.1,8249703.92,23397953.42,1847173.38,2933243.43,-11377749.04,128200831.1,328306877,-200106045.9
600538,2016/6/30,226127545.1,4225837.13,232299807.8,193651705.9,25790928.29,8563150.71,21998783.58,250004568.5,-17704760.69,245001633.7,8301061.4,318301061.4,-73299427.71,16000000,18488447.61,-2588447.61,-93592636.01,128200831.1,34608195.1,-18025103.62,12091241.44,930754.97,1370236.92,-4280164.38,34608195.1,128200831.1,-93592636.01
600538,2016/12/31,475588753,4651717.58,482569105.5,394254827.5,53957103.78,12128867.89,40821494.59,501162293.8,-18593188.28,533154634.7,11743769.02,571743769,-38589134.36,54000000,58543698.06,-6743698.06,-63926020.7,128200831.1,64274810.41,-49051183.97,24326635.9,1871785.59,3567838.49,-7972875.66,64274810.41,128200831.1,-63926020.7
600546,2015/6/30,28550655642,3398811730,31958793907,27311684361,562655632.3,692985320.5,3242314077,31809639390,149154516.2,148503496.7,511228143.6,709606422.9,-561102926.2,10092570022,12254846921,1197641138,783912323.6,1817600583,2601512907,60948314.29,135080483.3,76517943.64,168939194.5,-442501.94,2601512907,1817600583,783912323.6
600546,2015/12/31,37861233109,1447852239,39327020963,32684027753,1164079346,1252728887,3645685750,38746521736,580499227.4,74877335.49,806994675.7,891889215.5,-817011880,20649349152,22357621862,1702207343,1464073026,1817600583,3281673609,-2264075211,456313510.6,217120733.7,1442012317,2522179.69,3281673609,1817600583,1464073026
600546,2016/6/30,23329656159,3419581495,26753979058,21298691710,478973059.8,559877841.7,4252141308,26589683919,164295138.4,8752604.31,160796953.2,240097864.7,-231345260.4,11562521908,12903704169,-2647255317,-2714247391,3281673609,567426217.3,-401999849.2,140169368.2,101993059.8,164167262.2,-333380,491675031.6,3281673609,-2714247391
600546,2016/12/31,37337685337,8808138221,46156010445,31427581016,1092131713,1236336990,8489394892,42245444611,3910565833,19403364.9,361125496.5,449658811.2,-430255446.3,24119840000,25722211073,-3993766927,-513353763.8,3281673609,2768319845,654157264.4,490639941.6,246520233.8,1080492992,-2251742353,2768319845,3281673609,-513353763.8
600648,2015/6/30,3385250229,896210308.6,4451587221,3246580611,245900392.4,1207894497,484799450.3,5185174950,-733587728.8,26528933.96,38657231.58,188657231.6,-162128297.6,6621804836,9071969927,910443041.3,19635275.34,1952294638,1971929913,332921525.9,227129282.1,2000235.81,206809237.5,-38809522.23,1971929913,1952294638,19635275.34
600648,2015/12/31,9916281467,300844222.8,10510277726,8454854080,592145526.4,1573371490,235532506.8,10855903603,-345625876.8,49807215.98,127655476.4,926271838.7,-876464622.7,15017037451,19662953985,777658403.7,-430664356.1,1952294638,1521630282,583091978.5,481073754.6,4453960.48,283552221.4,-45462892.84,1521630282,1952294638,-430664356.1
600648,2016/6/30,3009407575,1092899789,4291915256,3021246304,286163143.7,383705157.3,999783981.8,4690898587,-398983331.4,597584925.1,65207649.04,745171030.2,-147586105.2,8699167860,9358342140,462094864,-75700290.7,1626892571,1551192280,381484307.3,256268775.1,2398696.55,139903482.7,-10701117.59,1551192280,1626892571,-75700290.7
600648,2016/12/31,7404692096,348711705.8,8120335708,6944948843,691931570.2,623563129.1,395679274.8,8656122817,-535787109.2,599882888.6,190366617.7,536762179.4,63120709.22,14546991947,16722646009,643237657.4,192971239.8,1626892571,1819863811,756829799.9,514312368.7,4663818.16,229871864.1,-47687126.76,1819863811,1626892571,192971239.8
600663,2015/6/30,3285619808,760661313.8,4046281122,2223680055,183255171.1,1029379245,310953179.2,3747267650,299013471.4,127577486,153940881.2,435440881.2,-307863395.2,2713505607,4564107776,981672360.2,972817058.5,2782455311,3755272370,747873593.6,9284311.67,138976577,300250591.1,-213711137.8,3755272370,2782455311,972817058.5
600663,2015/12/31,9332066399,1613863903,10945930302,5199442652,370901868.1,1424883421,647250294.1,7642478235,3303452067,1176124688,790813470.3,4006313470,-2830188782,7107526986,9534167406,-1313557432,-840013253.1,2782455311,1942442058,2121904904,303610807.3,264728.4,619101420.9,-1098115306,1942442058,2782455311,-840013253.1
600663,2016/6/30,4625427500,559680830.7,5185108331,2054094643,218071597.5,1318076568,636931018.3,4227173827,957934504.5,2989718446,122501907.3,134544105.2,2855174341,6267000000,7583701460,-456850569.7,3356380716,1942442058,5298822775,1171673166,9291319.06,141810.06,244070275.6,-181881283.5,5298822775,1942442058,3356380716
600663,2016/12/31,8405053675,959949332.6,11836390081,6897635368,1035741976,2135765702,2863896259,13090985866,-1254595785,24223607056,1760826488,31727404996,-7503797940,18301893693,20410621956,6022541980,-2734407058,8835713720,6101306662,3269140492,36192403.72,7646868.94,583954759.7,-972584135.7,6101306662,8835713720,-2734407058
600686,2015/6/30,7993158685,302235635.2,8535317430,7729994774,855963522,346933393.3,985341455,9918233144,-1382915714,282132366.2,54120147.42,776557391.9,-494425025.7,2362468150,2422019904,1214555034,-653404373.9,3937947585,3284543211,271268275.3,108015365.5,7903009.42,47998239.16,-38714936.86,2564543211,3367941162,-653404373.9
600686,2015/12/31,22490778666,453386804.6,23602826605,18559572159,1917743699,638293939.2,1594703647,22710313444,892513161,479619477.5,221888663.8,1079314140,-599694662.9,2170717739,2410685313,1396832424,1769141805,3937947585,5707089390,946043559.7,234593912.7,16239446.68,38082460.01,-85051568.25,5407089390,3367941162,1769141805
600686,2016/6/30,7709518844,347503428.6,8340183215,8163483481,996273245.4,563970070.8,930017028.8,10653743826,-2313560611,230595751.1,121402436.6,210173513.6,20422237.53,192000000,311826627.6,1281753372,-976291669.8,5707089390,4730797721,229836960.6,121701491.6,7971081.16,-24275870.5,-23664954.22,3863997721,5407089390,-976291669.8
600686,2016/12/31,20389542771,853972483.5,21897580173,18910067492,1967429416,626807254.8,2109922737,23614226899,-1716646726,1309683040,353304839.6,2377264823,-1067581783,2925000000,3125445837,2511779042,-178179794.3,5707089390,5528909596,-1894403506,254296714.4,14429850.69,19413866.94,-52458883.56,4467576014,5407089390,-178179794.3
600693,2015/6/30,1139774297,35804508.39,1175578806,1077969843,66498603.45,117644073,100954366.8,1363066886,-187488080.3,82865042.45,35677321.49,75869978.21,6995064.24,182100000,275007963.4,430599752.6,250106736.6,722494756.2,972601492.8,43136484.44,10577768.95,248605.48,4999609.84,-23207416.2,972601492.8,722494756.2,250106736.6
600693,2015/12/31,2224316327,73391133.19,2297707460,1820970871,124748234.4,214155581.3,221904323.8,2381779010,-84071550.07,6348670918,323622232.9,6857565200,-508894282.4,941300000,1106577173,662914824.4,69948992.02,722494756.2,792443748.2,41241296.07,22089972.94,503300.48,6305619.41,-30189272.31,792443748.2,722494756.2,69948992.02
600693,2016/6/30,1181820929,60293394.92,1242114324,1044748120,75373957.93,89381301.2,109249466.2,1318752845,-76638520.93,1141349486,112634745.4,1230987784,-89638297.84,466639967.9,500136776,41655683.29,-124621135.5,792443748.2,667822612.8,5856082.6,10587994.57,296014.42,535845.95,-4186640.57,667822612.8,792443748.2,-124621135.5
600693,2016/12/31,2858318823,57433825.34,2915752649,2319303772,154488982.8,184012949.8,287767407.3,2945573112,-29820463.29,1862938365,296671069.3,2179287049,-316348683.8,1344257900,1443401761,170875751.6,-175293395.5,792443748.2,617150352.8,202811012.5,23286727.68,5466099.23,76143715.49,-9429100.69,617150352.8,792443748.2,-175293395.5
600704,2015/6/30,23703002149,1782148066,25848252068,21807193277,692373020.3,1185418082,1565061694,25250046074,598205994.4,2891642019,144215104.5,3692355593,-800713574.1,14963180317,15703015338,3802647035,3600139455,2474965089,6075104544,456080661.9,84264866.17,6338248.43,201065681.8,-342451220.6,6075104544,2474965089,3600139455
600704,2015/12/31,2.11E+11,771807885.2,2.13E+11,1.99E+11,2181882154,2977532942,4508600123,2.09E+11,3758892936,10560201042,661266672.4,10975535213,-415334170.6,43174160009,48696443059,1363190808,4714477415,4411770946,9126248361,1844751115,426123803.4,49179529.52,671479109.9,-1044385675,9126248361,4411770946,4714477415
600704,2016/6/30,1.01E+11,1252831424,1.03E+11,98091871265,1290474206,1558261709,2645070211,1.04E+11,-702955756.9,3457278259,502779472.3,6078639948,-2621361689,26763640384,28401073011,1971020581,-1371528089,9126248361,7754720272,1040880123,234837580.7,65058752.61,392050812.5,-89254256.76,7754720272,9126248361,-1371528089
600704,2016/12/31,2.42E+11,2705340353,2.46E+11,2.36E+11,2419025003,2688793265,5483672790,2.47E+11,-543955809.4,4760430335,1561904097,9484745761,-4724315426,55836505187,58297182168,4463478118,-794993941.4,9126248361,8331254420,2537904591,499074688.7,109779212.1,1076477983,-2386018589,8331254420,9126248361,-794993941.4
600787,2015/6/30,9689388291,1315264720,11012917922,9351514047,323134324.8,177209596.4,389760205.2,10241618173,771299748.5,14949594.59,225650347.4,325801327.4,-310851732.8,331250000,408632528.1,-308632528.1,151802341,2074855336,2226657677,386394536.5,74747952.25,18547435.07,79850529.45,-8336084.83,2226657677,1079755336,151802341
600787,2015/12/31,19725933458,1546991185,21297411149,19608253532,630778637.5,484941507.9,631219009.5,21367835187,-70424037.46,198529581.7,504359373.7,754977653.7,-556448072,613691708,857145514.8,2195613519,1568862578,2075030403,3643892981,660785120,147608999.2,39898395.99,161348951,-8348060.26,3193066256,1079930403,1568862578
600787,2016/6/30,7194409432,1214112059,8411434797,9499669095,357870676,243930357.4,1249625899,11351096028,-2939661231,219561077.5,216561971,614924541.3,-395363463.8,2479380000,2758514326,1162580885,-2170560204,3648661891,1478101687,411345644.6,74356064.16,22781959.17,74914035.24,-12619644.52,1478101687,3197835165,-2170560204
600787,2016/12/31,17542897523,2214595084,19857480463,20640902591,671617314.7,616457105.1,1831636784,23760613794,-3903133332,85057285.95,609455067.4,831569798.6,-746512512.6,5568287837,5861907283,2465191537,-2186926021,3648661891,1461735869,776200277.3,146036374.7,56574614.16,82040372.58,881859.68,1461735869,3197835165,-2186926021
600794,2015/6/30,593742734.1,369914650.6,994869596.7,402335007.2,37943156.19,32712007.49,53617038.64,526607209.5,468262387.2,63136222.33,120545884,442714041.9,-379577819.6,207786696.4,295401278.8,-191078092,-103163159.2,932972630.3,829809471.1,76200257.83,28499212.37,2597838.98,20937632.21,-26850476.75,829809471.1,932972630.3,-103163159.2
600794,2015/12/31,665708370.7,325877015.5,1025485479,453913201.7,60930505.43,67747945.6,88858629.99,671450282.7,354035196.3,75122597.11,181209517.3,947753258.8,-872630661.7,537015227.1,625434618.9,114041239.6,-404923173.1,932972630.3,528049457.2,29080581.75,54869630.79,6586638.38,38357990.09,-44308524.98,528049457.2,932972630.3,-404923173.1
600794,2016/6/30,243438699.8,84942226.32,328695124.8,95288106.01,43008466.25,34683103.84,41732952.96,214712629.1,113982495.7,89370612.66,102075258.6,109830205.8,-20459593.13,242307784.6,294881939.8,-249303553.1,-155315004.1,528049457.2,372734453.1,35525153.98,28956042.21,3367431.68,21215381.6,3365790.49,372734453.1,528049457.2,-155315004.1
600794,2016/12/31,871846026,119781216.7,996895203.8,665103910.6,78858185.58,66683175.31,84648798.39,895294069.8,101601133.9,114098211.9,244431769,344062555,-229964343,315050371.6,386878285.2,248420802,120697956.8,528049457.2,648747414,38067792.26,65520321.05,7094272.14,42611159.12,37685314.66,648747414,528049457.2,120697956.8
600811,2015/6/30,3399424108,90621447.35,3490045555,2342437801,48185888.22,22794947.29,578393600.9,2991812237,498233317.9,8476488087,37147137.93,8616818493,-140330405.6,5021300000,5287766436,408835564.1,766738476.4,2321950008,3088688485,402366124.6,13943152.48,43007605.28,212551728.8,-802146791.3,3088688485,2321950008,766738476.4
600811,2015/12/31,7294141207,1301301326,8595442533,6528659357,79145771.53,44249634.32,2039741561,8691796323,-96353790.83,21938031862,677402678.8,23544756345,-1606724482,10178500000,10695784463,1142210537,-560867064.6,2321950008,1761082944,489933510.4,27304541.17,85702113.87,423938634,-1592577041,1761082944,2321950008,-560867064.6
